CINC	CREN	CMAL	CSCH	JG5-1
	Cre07.g350400		g7570	
	Cre07.g350500		g7568	
	Cre07.g350600		g7566	
	Cre07.g350750		g7564	
	Cre07.g350950		g7559	
	Cre07.g351100		g7555	
	Cre07.g351150		g7547	
	Cre07.g351200		g7546	
	Cre07.g351300		g7545	
	Cre07.g351350		g7544	
	Cre07.g351650		g7537	
	Cre07.g351700		g7536	
	Cre07.g351750		g7535	
	Cre07.g351850		g7532	
	Cre07.g352000		g7530	
	Cre07.g352300		g7528	
	Cre07.g352350		g7527	
	Cre07.g352450		g7525	
	Cre07.g352550		g7523	
	Cre07.g352750		g7520	
	Cre07.g352800		g7519	
	Cre07.g352850		g7518	
	Cre07.g353230		g9221	
	Cre07.g353250		g9220	
	Cre07.g353300		g9219	
	Cre07.g353350		g9218	
	Cre07.g353450		g9216	
	Cre07.g353550		g9214	
	Cre07.g353900		g9207	
	Cre07.g353950		g9206	
	Cre07.g354100		g9204	
	Cre07.g354150		g9203	
	Cre07.g354200		g9202	
	Cre07.g354250		g9201	
	Cre07.g354400		g9199	
	Cre07.g354551		g9196	
	Cre07.g354750		g9189	
	Cre07.g355150		g9184	
	Cre07.g355200		g9183	
	Cre07.g355250		g9182	
	Cre07.g355300		g9181	
	Cre07.g355400		g9162	
	Cre07.g355500		g9165	
	Cre07.g355600		g9167	
	Cre07.g355650		g9168	
	Cre07.g355800		g9175	
	Cre07.g355850		g9176	
	Cre07.g355900		g9177	
	Cre07.g356150		g9158	
	Cre07.g356250		g9156	
	Cre07.g356350		g9154	
	Cre07.g356400		g9153	
	Cre07.g356600		g9149	
	Cre07.g356650		g9148	
	Cre07.g356850		g9144	
	Cre07.g357033		g9139	
	Cre07.g357157		g9135	
	Cre07.g357200		g9134	
	Cre07.g357300		g9132	
	Cre07.g357350		g9131	
	Cre07.g357450		g9130	
	Cre07.g357650		g9126	
	Cre07.g357700		g9125	
	Cre07.g357750		g9124	
	Cre07.g357800		g9123	
	Cre07.g357850		g9122	
	Cre07.g357900		g9121	
	Cre07.g357950		g9120	
	Cre07.g800769		g10651	
	Cre07.g800810		g4347	
	Cre07.g800817		g15213	
	Cre07.g800834		g9410	
	Cre07.g800849		g7607	
	Cre13.g561800		g10431	
	Cre13.g561850		g10430	
	Cre13.g562100		g10433	
	Cre13.g562150		g10435	
	Cre13.g562250		g10438	
	Cre13.g562450		g10442	
	Cre13.g562475		g10443	
	Cre13.g562501		g10444	
	Cre13.g562550		g10446	
	Cre13.g562750		g10448	
	Cre13.g562800		g10449	
	Cre13.g562850		g10450	
	Cre13.g562900		g10451	
	Cre13.g563100		g10455	
	Cre13.g563150		g10456	
	Cre13.g563200		g10457	
	Cre13.g563250		g10458	
	Cre13.g563500		g10461	
	Cre13.g564000		g10473	
	Cre13.g564050		g10474	
	Cre13.g564250		g10476	
	Cre13.g564400		g10478	
	Cre13.g564900		g10490	
	Cre13.g564950		g10491	
	Cre13.g565250		g10502	
	Cre13.g565450		g10504	
	Cre13.g565550		g10507	
	Cre13.g565600		g10508	
	Cre13.g565650		g10509	
	Cre13.g565750		g10511	
	Cre13.g565800		g10512	
	Cre13.g565850		g10513	
	Cre13.g566000		g10517	
	Cre13.g566050		g10518	
	Cre13.g566150		g10519	
	Cre13.g566250		g10524	
	Cre13.g566450		g10533	
	Cre13.g566650		g10527	
	Cre13.g566700		g10526	
	Cre13.g566750		g10539	
	Cre13.g566800		g10538	
	Cre13.g566850		g10537	
	Cre13.g567100		g10540	
	Cre13.g567150		g10541	
	Cre13.g567363		g10545	
	Cre13.g567550		g10548	
	Cre13.g567600		g10549	
	Cre13.g567650		g10550	
	Cre13.g567700		g10551	
	Cre13.g567800		g10553	
	Cre13.g567901		g10555	
	Cre13.g567950		g10556	
	Cre13.g568000		g10557	
	Cre13.g568025		g10558	
	Cre13.g568050		g10559	
	Cre13.g568150		g10561	
	Cre13.g568200		g10563	
	Cre13.g568400		g1829	
	Cre13.g568600		g1853	
	Cre13.g568650		g1854	
	Cre13.g568800		g1857	
	Cre13.g568850		g1858	
	Cre13.g568900		g1859	
	Cre13.g568950		g1860	
	Cre13.g569200		g1861	
	Cre13.g569250		g1862	
	Cre13.g569350		g1865	
	Cre13.g569400		g1871	
	Cre13.g569450		g1872	
	Cre13.g569750		g1878	
	Cre13.g569850		g1880	
	Cre13.g570200		g1883	
	Cre13.g570300		g1886	
	Cre13.g570350		g1887	
	Cre13.g570400		g1888	
	Cre13.g570550		g1890	
	Cre13.g570600		g1891	
	Cre13.g570700		g1896	
	Cre13.g570851		g1897	
	Cre13.g570900		g1898	
	Cre13.g571150		g1901	
	Cre13.g571300		g1904	
	Cre13.g571450		g1906	
	Cre13.g571500		g1907	
	Cre13.g571600		g1910	
	Cre13.g571700		g1911	
	Cre13.g571750		g1912	
	Cre13.g571800		g1913	
	Cre13.g571850		g1914	
	Cre13.g571950		g1916	
	Cre13.g572000		g1917	
	Cre13.g572500		g1926	
	Cre13.g572550		g1927	
	Cre13.g572600		g1928	
	Cre13.g572650		g1929	
	Cre13.g572700		g1930	
	Cre13.g572750		g1932	
	Cre13.g572800		g1933	
	Cre13.g572900		g1935	
	Cre13.g573000		g1938	
	Cre13.g573050		g1939	
	Cre13.g573150		g1941	
	Cre13.g573250		g1943	
	Cre13.g573351		g1945	
	Cre13.g573400		g1946	
	Cre13.g573500		g1948	
	Cre13.g573550		g1949	
	Cre13.g573750		g8584	
	Cre13.g573800		g8583	
	Cre13.g573900		g8582	
	Cre13.g574041		g8580	
	Cre13.g574050		g8579	
	Cre13.g574100		g8578	
	Cre13.g574150		g8577	
	Cre13.g574200		g8576	
	Cre13.g574250		g8575	
	Cre13.g574300		g8574	
	Cre13.g574350		g8573	
	Cre13.g574500		g8571	
	Cre13.g574800		g8565	
	Cre13.g574900		g8561	
	Cre13.g575000		g8560	
	Cre13.g575200		g8558	
	Cre13.g575300		g8555	
	Cre13.g575333		g8554	
	Cre13.g575450		g8552	
	Cre13.g575650		g8550	
	Cre13.g575701		g8549	
	Cre13.g575750		g8547	
	Cre13.g575800		g8545	
	Cre13.g575850		g8544	
	Cre13.g576000		g8540	
	Cre13.g576200		g8536	
	Cre13.g576300		g8534	
	Cre13.g576400		g8532	
	Cre13.g576650		g8515	
	Cre13.g576700		g5605	
	Cre13.g576760		g8514	
	Cre13.g577050		g8510	
	Cre13.g577100		g8509	
	Cre13.g577250		g8508	
	Cre13.g577400		g8507	
	Cre13.g577450		g8506	
	Cre13.g577500		g8505	
	Cre13.g577850		g8501	
	Cre13.g577950		g8499	
	Cre13.g578050		g8497	
	Cre13.g578150		g8492	
	Cre13.g578451		g8487	
	Cre13.g578650		g8484	
	Cre13.g578750		g8481	
	Cre13.g578800		g8480	
	Cre13.g578900		g8474	
	Cre13.g579150		g8461	
	Cre13.g579450		g8455	
	Cre13.g579550		g8453	
	Cre13.g579598		g8452	
	Cre13.g579734		g8450	
	Cre13.g579800		g8447	
	Cre13.g579850		g8444	
	Cre13.g579950		g1656	
	Cre13.g580000		g1654	
	Cre13.g580050		g1653	
	Cre13.g580150		g1652	
	Cre13.g580200		g1651	
	Cre13.g580300		g1649	
	Cre13.g580350		g1648	
	Cre13.g580500		g1645	
	Cre13.g580550		g1644	
	Cre13.g580700		g1640	
	Cre13.g580850		g1638	
	Cre13.g580900		g1637	
	Cre13.g581000		g1636	
	Cre13.g581400		g1626	
	Cre13.g581450		g1625	
	Cre13.g581550		g1623	
	Cre13.g581600		g1622	
	Cre13.g581650		g1621	
	Cre13.g581700		g1620	
	Cre13.g581801		g1618	
	Cre13.g581850		g1615	
	Cre13.g581900		g1614	
	Cre13.g582201		g1613	
	Cre13.g582250		g1612	
	Cre13.g582350		g1609	
	Cre13.g582476		g1608	
	Cre13.g582650		g1604	
	Cre13.g582800		g1603	
	Cre13.g583217		g1595	
	Cre13.g583250		g1594	
	Cre13.g583450		g1590	
	Cre13.g583550		g1584	
	Cre13.g583600		g1583	
	Cre13.g583750		g1579	
	Cre13.g584200		g1576	
	Cre13.g584250		g1575	
	Cre13.g584400		g1570	
	Cre13.g584500		g1572	
	Cre13.g584750		g1562	
	Cre13.g584850		g1560	
	Cre13.g584901		g1559	
	Cre13.g584950		g1558	
	Cre13.g585050		g1557	
	Cre13.g585100		g13026	
	Cre13.g585150		g13027	
	Cre13.g585301		g13029	
	Cre13.g585350		g13030	
	Cre13.g585500		g13033	
	Cre13.g585550		g13034	
	Cre13.g585750		g13040	
	Cre13.g585850		g13042	
	Cre13.g585900		g13043	
	Cre13.g586000		g13045	
	Cre13.g586050		g13044	
	Cre13.g586200		g13047	
	Cre13.g586250		g13048	
	Cre13.g586300		g13049	
	Cre13.g586350		g13050	
	Cre13.g586400		g13051	
	Cre13.g586450		g13054	
	Cre13.g586550		g13056	
	Cre13.g586600		g13057	
	Cre13.g586650		g13058	
	Cre13.g586700		g13059	
	Cre13.g587050		g13066	
	Cre13.g587100		g13067	
	Cre13.g587150		g13068	
	Cre13.g587200		g13069	
	Cre13.g587450		g13074	
	Cre13.g587500		g13075	
	Cre13.g587750		g13080	
	Cre13.g588100		g13087	
	Cre13.g588310		g13096	
	Cre13.g588350		g13097	
	Cre13.g588550		g13098	
	Cre13.g588650		g13101	
	Cre13.g588700		g13102	
	Cre13.g588800		g13105	
	Cre13.g588850		g13106	
	Cre13.g589000		g13111	
	Cre13.g589050		g13112	
	Cre13.g589100		g13113	
	Cre13.g589250		g13119	
	Cre13.g589400		g13122	
	Cre13.g589450		g13134	
	Cre13.g589550		g7249	
	Cre13.g589600		g13137	
	Cre13.g589700		g13139	
	Cre13.g589800		g13143	
	Cre13.g589870		g13145	
	Cre13.g590350		g13147	
	Cre13.g590400		g13148	
	Cre13.g590500		g13149	
	Cre13.g590600		g13153	
	Cre13.g590900		g13161	
	Cre13.g591000		g13160	
	Cre13.g591250		g13166	
	Cre13.g591650		g13175	
	Cre13.g591700		g13176	
	Cre13.g591750		g13177	
	Cre13.g591851		g13179	
	Cre13.g591900		g13180	
	Cre13.g591951		g13181	
	Cre13.g592050		g13183	
	Cre13.g592150		g13186	
	Cre13.g592200		g13187	
	Cre13.g592250		g13188	
	Cre13.g592300		g13189	
	Cre13.g592350		g13190	
	Cre13.g592450		g13192	
	Cre13.g592551		g13195	
	Cre13.g602350		g13789	
	Cre13.g602400		g13788	
	Cre13.g602450		g13787	
	Cre13.g602650		g13782	
	Cre13.g602901		g13778	
	Cre13.g603000		g13776	
	Cre13.g603050		g13775	
	Cre13.g603100		g13774	
	Cre13.g603176		g13772	
	Cre13.g603225		g13759	
	Cre13.g603250		g13769	
	Cre13.g603700		g13758	
	Cre13.g603900		g13755	
	Cre13.g603950		g13754	
	Cre13.g604300		g15133	
	Cre13.g604650		g15127	
	Cre13.g604750		g15125	
	Cre13.g605000		g15120	
	Cre13.g605150		g15114	
	Cre13.g605200		g15113	
	Cre13.g605500		g15110	
	Cre13.g605650		g15109	
	Cre13.g605700		g15108	
	Cre13.g606000		g15103	
	Cre13.g606050		g15102	
	Cre13.g606150		g15100	
	Cre13.g606550		g15090	
	Cre13.g606600		g15089	
	Cre13.g606700		g15088	
	Cre13.g606800		g15086	
	Cre13.g606850		g15085	
	Cre13.g607000		g15083	
	Cre13.g607050		g15082	
	Cre13.g607300		g15076	
	Cre13.g607350		g12019	
	Cre13.g607500		g12017	
	Cre13.g607650		g12014	
	Cre13.g607700		g12013	
	Cre13.g607750		g12012	
	Cre13.g607900		g12007	
	Cre13.g607950		g12006	
	Cre13.g608000		g12005	
	Cre13.g801504		g10429	
	Cre13.g801521		g8570	
	Cre13.g801527		g8498	
	Cre13.g801529		g8454	
	Cre13.g801543		g1574	
	Cre13.g801550		g13038	
	Cre13.g801554		g13079	
	Cre13.g801572		g13184	
	Cre02.g141506		g13700	
	Cre02.g141606		g13701	
	Cre02.g141646		g13702	
	Cre02.g141706		g13704	
	Cre02.g141806		g15771	
	Cre02.g141846		g15764	
	Cre02.g142066		g15745	
	Cre02.g142086		g15746	
	Cre02.g142126		g15747	
	Cre02.g142146		g15748	
	Cre02.g142166		g2378	
	Cre02.g142186		g15734	
	Cre02.g142206		g15729	
	Cre02.g142266		g15726	
	Cre02.g143567		g12708	
	Cre02.g143667		g12713	
	Cre15.g635067		g3772	
	Cre15.g635200		g3764	
	Cre15.g635400		g3760	
	Cre15.g635600		g3745	
	Cre15.g635800		g3743	
	Cre15.g635850		g3741	
	Cre15.g635950		g3739	
	Cre15.g636050		g3736	
	Cre15.g636250		g3733	
	Cre15.g636300		g3732	
	Cre15.g636350		g3731	
	Cre15.g636400		g3730	
	Cre15.g636500		g3726	
	Cre15.g636750		g3719	
	Cre15.g636800		g3718	
	Cre15.g637050		g3714	
	Cre15.g637761		g4993	
	Cre15.g638101		g3758	
	Cre15.g638400		g6647	
	Cre15.g638500		g6646	
	Cre15.g638551		g6645	
	Cre15.g639550		g5009	
	Cre15.g639552		g2327	
	Cre15.g640250		g5000	
	Cre15.g640900		g3747	
	Cre15.g641200		g6658	
	Cre15.g641250		g6655	
	Cre15.g641266		g6663	
	Cre15.g641282		g3254	
	Cre15.g641400		g6664	
	Cre15.g641600		g6672	
	Cre15.g641800		g6677	
	Cre15.g641875		g3787	
	Cre15.g642000		g3798	
	Cre15.g643550		g13715	
	Cre15.g643600		g13714	
	Cre15.g643703		g13713	
	Cre15.g801684		g3757	
	Cre15.g801691		g3705	
	Cre15.g801777		g13708	
	Cre15.g801784		g13291	
	Cre17.g733550		g14989	
	Cre17.g733650		g2377	
	Cre17.g733652		g2353	
	Cre17.g733950		g2351	
	Cre17.g734100		g2373	
	Cre17.g734200		g2371	
	Cre17.g734300		g2370	
	Cre17.g734400		g2367	
	Cre17.g734450		g2365	
	Cre17.g734500		g2364	
	Cre17.g734516		g2363	
	Cre17.g734548		g2355	
	Cre17.g734564		g2357	
	Cre17.g734596		g2356	
	Cre17.g734612		g2360	
	Cre17.g734628		g2361	
	Cre17.g734644		g2362	
	Cre19.g750247		g3806	
	Cre19.g750547		g3809	
	Cre19.g750597		g3807	
	Cre19.g750647		g13718	
	Cre19.g750847		g3810	
	Cre19.g751247		g13698	
	Cre26.g756797		g4870	
	Cre48.g761197		g13709	
	Cre35.g802213		g16267	
	Cre02.g073200		g13966	
	Cre02.g073250		g13967	
	Cre02.g073400		g13968	
	Cre02.g073500		g13970	
	Cre02.g073550		g13971	
	Cre02.g073650		g13972	
	Cre02.g073700		g13973	
	Cre02.g073750		g13974	
	Cre02.g073850		g13976	
	Cre02.g073900		g13977	
	Cre02.g074050		g13980	
	Cre02.g074100		g13981	
	Cre02.g074511		g13991	
	Cre02.g074650		g13992	
	Cre02.g074700		g13993	
	Cre02.g074850		g13996	
	Cre02.g075000		g14000	
	Cre02.g075050		g14001	
	Cre02.g075150		g14004	
	Cre02.g075250		g14006	
	Cre02.g075350		g14008	
	Cre02.g075400		g14009	
	Cre02.g075550		g14010	
	Cre02.g075650		g14012	
	Cre02.g075700		g14013	
	Cre02.g075850		g14015	
	Cre02.g075900		g14016	
	Cre02.g076000		g14019	
	Cre02.g076050		g14020	
	Cre02.g076250		g14024	
	Cre02.g076300		g14025	
	Cre02.g076350		g14026	
	Cre02.g076400		g14027	
	Cre02.g076466		g14028	
	Cre02.g076500		g14032	
	Cre02.g076600		g14034	
	Cre02.g076700		g14035	
	Cre02.g076750		g14036	
	Cre02.g076800		g14037	
	Cre02.g076850		g14038	
	Cre02.g076900		g14039	
	Cre02.g076987		g14041	
	Cre02.g077061		g14043	
	Cre02.g077100		g14044	
	Cre02.g077150		g14045	
	Cre02.g077300		g14048	
	Cre02.g077350		g14049	
	Cre02.g077401		g14050	
	Cre02.g077451		g14051	
	Cre02.g077500		g14052	
	Cre02.g077550		g14053	
	Cre02.g077600		g14054	
	Cre02.g078000		g4600	
	Cre02.g078300		g13728	
	Cre02.g078507		g13735	
	Cre02.g078550		g13736	
	Cre02.g078600		g13737	
	Cre02.g078650		g13739	
	Cre02.g078777		g5784	
	Cre02.g078858		g5781	
	Cre02.g078885		g5780	
	Cre02.g078939		g5777	
	Cre02.g078950		g5775	
	Cre02.g078966		g5776	
	Cre02.g079000		g5774	
	Cre02.g079200		g5771	
	Cre02.g079250		g5770	
	Cre02.g079300		g5769	
	Cre02.g079450		g5766	
	Cre02.g079500		g5765	
	Cre02.g079550		g5764	
	Cre02.g079600		g5763	
	Cre02.g079700		g5761	
	Cre02.g079800		g5759	
	Cre02.g079850		g5758	
	Cre02.g080150		g5751	
	Cre02.g080200		g5750	
	Cre02.g080250		g5749	
	Cre02.g080350		g5747	
	Cre02.g080400		g5746	
	Cre02.g080500		g5744	
	Cre02.g080600		g5742	
	Cre02.g080650		g5741	
	Cre02.g080700		g5740	
	Cre02.g080850		g5736	
	Cre02.g080900		g5735	
	Cre02.g080950		g5734	
	Cre02.g081000		g5733	
	Cre02.g081050		g5732	
	Cre02.g081100		g5731	
	Cre02.g081200		g5728	
	Cre02.g081400		g5724	
	Cre02.g081450		g5723	
	Cre02.g081500		g5722	
	Cre02.g081550		g5721	
	Cre02.g081600		g5720	
	Cre02.g081650		g5719	
	Cre02.g081750		g5717	
	Cre02.g081850		g5715	
	Cre02.g082000		g5712	
	Cre02.g082250		g5711	
	Cre02.g082500		g5706	
	Cre02.g082550		g5705	
	Cre02.g082700		g5702	
	Cre02.g082750		g5701	
	Cre02.g082825		g5700	
	Cre02.g083065		g5695	
	Cre02.g083100		g5694	
	Cre02.g083354		g5691	
	Cre02.g083600		g5687	
	Cre02.g083650		g5686	
	Cre02.g083800		g5683	
	Cre02.g083850		g5682	
	Cre02.g083950		g5680	
	Cre02.g084000		g5679	
	Cre02.g084050		g5678	
	Cre02.g084100		g5677	
	Cre02.g084200		g5674	
	Cre02.g084250		g5672	
	Cre02.g084300		g5671	
	Cre02.g084350		g5670	
	Cre02.g084400		g5669	
	Cre02.g084450		g5668	
	Cre02.g084550		g5666	
	Cre02.g084600		g5665	
	Cre02.g084700		g5661	
	Cre02.g084800		g5659	
	Cre02.g084950		g5656	
	Cre02.g085000		g5655	
	Cre02.g085100		g5653	
	Cre02.g085200		g5651	
	Cre02.g085257		g5650	
	Cre02.g085450		g5649	
	Cre02.g085550		g5648	
	Cre02.g085600		g5647	
	Cre02.g085650		g5646	
	Cre02.g085750		g5642	
	Cre02.g085850		g5640	
	Cre02.g085900		g5639	
	Cre02.g086050		g5637	
	Cre02.g086100		g5635	
	Cre02.g086250		g5632	
	Cre02.g086400		g16329	
	Cre02.g086500		g5630	
	Cre02.g086550		g5629	
	Cre02.g086600		g5628	
	Cre02.g086650		g5627	
	Cre02.g086700		g5626	
	Cre02.g086750		g5625	
	Cre02.g086800		g5623	
	Cre02.g087050		g5618	
	Cre02.g087100		g5617	
	Cre02.g087150		g5616	
	Cre02.g087250		g5614	
	Cre02.g087300		g5613	
	Cre02.g087450		g5610	
	Cre02.g087600		g5608	
	Cre02.g087700		g5598	
	Cre02.g087750		g5597	
	Cre02.g087800		g5596	
	Cre02.g087950		g5592	
	Cre02.g088000		g5591	
	Cre02.g088050		g5589	
	Cre02.g088100		g5588	
	Cre02.g088200		g5587	
	Cre02.g088400		g5583	
	Cre02.g088500		g5580	
	Cre02.g088600		g5577	
	Cre02.g088850		g5569	
	Cre02.g088900		g5568	
	Cre02.g088950		g5567	
	Cre02.g089100		g5565	
	Cre02.g089150		g5564	
	Cre02.g089311		g1975	
	Cre02.g089850		g1965	
	Cre02.g089900		g1967	
	Cre02.g089950		g1968	
	Cre02.g090100		g1957	
	Cre02.g090150		g1956	
	Cre02.g090600		g1816	
	Cre02.g090850		g1809	
	Cre02.g091050		g1804	
	Cre02.g091100		g1803	
	Cre02.g091150		g1802	
	Cre02.g091193		g1801	
	Cre02.g091200		g1800	
	Cre02.g091450		g1798	
	Cre02.g091550		g1796	
	Cre02.g091700		g1793	
	Cre02.g091850		g1791	
	Cre02.g091900		g1789	
	Cre02.g092150		g1785	
	Cre02.g092250		g1783	
	Cre02.g092284		g1782	
	Cre02.g092350		g1780	
	Cre02.g092451		g1778	
	Cre02.g092500		g1777	
	Cre02.g092600		g1775	
	Cre02.g092650		g1774	
	Cre02.g092700		g1773	
	Cre02.g092800		g1771	
	Cre02.g092850		g1770	
	Cre02.g092900		g1768	
	Cre02.g092950		g1767	
	Cre02.g093300		g10307	
	Cre02.g093350		g10306	
	Cre02.g093450		g10304	
	Cre02.g093500		g10303	
	Cre02.g093600		g10302	
	Cre02.g093650		g10301	
	Cre02.g093700		g10300	
	Cre02.g093750		g10299	
	Cre02.g093950		g10295	
	Cre02.g094100		g10292	
	Cre02.g094300		g10288	
	Cre02.g094350		g10287	
	Cre02.g094400		g10286	
	Cre02.g094500		g10284	
	Cre02.g094600		g10282	
	Cre02.g095000		g8242	
	Cre02.g095050		g8241	
	Cre02.g095100		g8240	
	Cre02.g095150		g8239	
	Cre02.g095200		g8238	
	Cre02.g095350		g8224	
	Cre02.g095400		g8227	
	Cre02.g095450		g8228	
	Cre02.g095500		g8229	
	Cre02.g095600		g8230	
	Cre02.g095650		g8231	
	Cre02.g095700		g8232	
	Cre02.g095750		g8233	
	Cre02.g096000		g8221	
	Cre02.g096150		g7491	
	Cre02.g096200		g7492	
	Cre02.g096250		g7493	
	Cre02.g096350		g7495	
	Cre02.g096500		g12410	
	Cre02.g096850		g7498	
	Cre02.g097000		g6016	
	Cre02.g097050		g6017	
	Cre02.g097150		g6019	
	Cre02.g097227		g6023	
	Cre02.g097250		g6024	
	Cre02.g097300		g6025	
	Cre02.g097334		g6026	
	Cre02.g097400		g6027	
	Cre02.g097450		g6028	
	Cre02.g097550		g6030	
	Cre02.g097650		g6032	
	Cre02.g097800		g6033	
	Cre02.g097900		g6035	
	Cre02.g098000		g6037	
	Cre02.g098100		g6039	
	Cre02.g098150		g6040	
	Cre02.g098200		g6043	
	Cre02.g098250		g6044	
	Cre02.g098300		g6045	
	Cre02.g098350		g6046	
	Cre02.g098400		g6047	
	Cre02.g098450		g6048	
	Cre02.g098500		g6049	
	Cre02.g098550		g6050	
	Cre02.g098600		g6054	
	Cre02.g098650		g6053	
	Cre02.g098800		g6056	
	Cre02.g098850		g6057	
	Cre02.g098950		g6059	
	Cre02.g099000		g6060	
	Cre02.g099055		g6061	
	Cre02.g099100		g6063	
	Cre02.g099150		g6067	
	Cre02.g099300		g16388	
	Cre02.g099500		g16382	
	Cre02.g099650		g16378	
	Cre02.g099800		g16373	
	Cre02.g099850		g16372	
	Cre02.g100000		g16369	
	Cre02.g100150		g16366	
	Cre02.g100200		g16365	
	Cre02.g100250		g16364	
	Cre02.g100300		g16363	
	Cre02.g101000		g16348	
	Cre02.g101100		g16351	
	Cre02.g101200		g16342	
	Cre02.g101350		g16338	
	Cre02.g101400		g16337	
	Cre02.g101550		g16335	
	Cre02.g101650		g16332	
	Cre02.g101700		g16331	
	Cre02.g101750		g16330	
	Cre02.g101800		g16328	
	Cre02.g101850		g16327	
	Cre02.g101950		g16325	
	Cre02.g102000		g16324	
	Cre02.g102100		g16322	
	Cre02.g102250		g16321	
	Cre02.g102300		g16320	
	Cre02.g102350		g16319	
	Cre02.g102400		g16318	
	Cre02.g102450		g16317	
	Cre02.g102500		g16315	
	Cre02.g102750		g16307	
	Cre02.g102800		g16306	
	Cre02.g102950		g16303	
	Cre02.g103000		g16302	
	Cre02.g103050		g16301	
	Cre02.g103100		g16300	
	Cre02.g103350		g16294	
	Cre02.g103400		g16291	
	Cre02.g103450		g16287	
	Cre02.g103500		g16286	
	Cre02.g103550		g16285	
	Cre02.g103600		g16284	
	Cre02.g103750		g16281	
	Cre02.g103784		g16279	
	Cre02.g103850		g16276	
	Cre02.g103900		g16275	
	Cre02.g103950		g16274	
	Cre02.g104050		g16272	
	Cre02.g104100		g16271	
	Cre02.g104201		g16269	
	Cre02.g104350		g16266	
	Cre02.g104500		g16259	
	Cre02.g104550		g16258	
	Cre02.g104600		g16257	
	Cre02.g104700		g16255	
	Cre02.g104900		g16252	
	Cre02.g105000		g16250	
	Cre02.g105050		g16249	
	Cre02.g105100		g16248	
	Cre02.g105150		g16247	
	Cre02.g105200		g16246	
	Cre02.g105300		g16242	
	Cre02.g105350		g16241	
	Cre02.g105400		g16239	
	Cre02.g105500		g16237	
	Cre02.g105550		g16236	
	Cre02.g105600		g16235	
	Cre02.g105650		g16234	
	Cre02.g105700		g16233	
	Cre02.g105950		g16231	
	Cre02.g106150		g16227	
	Cre02.g106200		g16226	
	Cre02.g106300		g16224	
	Cre02.g106350		g16223	
	Cre02.g106450		g16221	
	Cre02.g106500		g16220	
	Cre02.g106550		g16219	
	Cre02.g106600		g16218	
	Cre02.g106650		g16217	
	Cre02.g106700		g16216	
	Cre02.g106750		g16215	
	Cre02.g106850		g16213	
	Cre02.g106950		g16211	
	Cre02.g107000		g16210	
	Cre02.g107050		g16209	
	Cre02.g107200		g16206	
	Cre02.g107300		g16204	
	Cre02.g107350		g16203	
	Cre02.g107450		g16201	
	Cre02.g107550		g16198	
	Cre02.g107600		g16197	
	Cre02.g107750		g16194	
	Cre02.g107850		g16192	
	Cre02.g107950		g16190	
	Cre02.g108050		g16188	
	Cre02.g108100		g16187	
	Cre02.g108150		g16186	
	Cre02.g108250		g6412	
	Cre02.g108400		g6408	
	Cre02.g108450		g6407	
	Cre02.g108850		g6403	
	Cre02.g108900		g6402	
	Cre02.g109200		g6395	
	Cre02.g109250		g6394	
	Cre02.g109333		g6393	
	Cre02.g109400		g6391	
	Cre02.g109450		g6390	
	Cre02.g109550		g6388	
	Cre02.g109600		g6387	
	Cre02.g109683		g6385	
	Cre02.g109800		g6382	
	Cre02.g109850		g6381	
	Cre02.g109950		g6375	
	Cre02.g110000		g6373	
	Cre02.g110050		g6372	
	Cre02.g110250		g6368	
	Cre02.g110300		g6365	
	Cre02.g110400		g6363	
	Cre02.g110450		g6362	
	Cre02.g110500		g6360	
	Cre02.g110600		g6358	
	Cre02.g110650		g6357	
	Cre02.g110750		g6355	
	Cre02.g110950		g6351	
	Cre02.g111000		g6350	
	Cre02.g111050		g6347	
	Cre02.g111105		g6346	
	Cre02.g111150		g6345	
	Cre02.g111300		g8139	
	Cre02.g111350		g6343	
	Cre02.g111400		g6342	
	Cre02.g111450		g6340	
	Cre02.g111600		g6337	
	Cre02.g111700		g6335	
	Cre02.g112000		g6331	
	Cre02.g112100		g3327	
	Cre02.g112150		g3328	
	Cre02.g112200		g3329	
	Cre02.g112250		g3330	
	Cre02.g112300		g3332	
	Cre02.g112400		g3334	
	Cre02.g112550		g3336	
	Cre02.g112600		g3337	
	Cre02.g112650		g3338	
	Cre02.g112850		g3341	
	Cre02.g112900		g3342	
	Cre02.g112950		g3343	
	Cre02.g113050		g3345	
	Cre02.g113100		g3346	
	Cre02.g113150		g3347	
	Cre02.g113200		g3348	
	Cre02.g113300		g3350	
	Cre02.g113350		g3351	
	Cre02.g113400		g3352	
	Cre02.g113500		g3355	
	Cre02.g113550		g3356	
	Cre02.g113652		g3360	
	Cre02.g113700		g3361	
	Cre02.g113750		g3362	
	Cre02.g113751		g3363	
	Cre02.g113850		g3366	
	Cre02.g113900		g3367	
	Cre02.g114250		g3374	
	Cre02.g114400		g3377	
	Cre02.g114450		g3378	
	Cre02.g114500		g3379	
	Cre02.g114600		g3380	
	Cre02.g114650		g3381	
	Cre02.g114700		g3384	
	Cre02.g114750		g3385	
	Cre02.g115050		g3391	
	Cre02.g115100		g3394	
	Cre02.g115150		g3395	
	Cre02.g115200		g3396	
	Cre02.g115250		g3397	
	Cre02.g115400		g3400	
	Cre02.g115500		g3402	
	Cre02.g115650		g3404	
	Cre02.g115750		g3405	
	Cre02.g115800		g3406	
	Cre02.g115900		g3407	
	Cre02.g115950		g3409	
