CREN	CSCH	MALA	JG05	CINC
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030600	g6149	Mal24_g4263	JG24_g1785	g6595
Cre01.g030700	g6147	Mal24_g4261	JG24_g1783	g6597
Cre01.g030750	g6146	Mal24_g4260	JG24_g1782	g6598
Cre01.g030800	g6145	Mal24_g4259	JG24_g1781	g6599
Cre01.g030850	g6144		JG24_g1780	g6600
Cre01.g030900	g6141			g6603
Cre01.g030950	g6140	Mal24_g4256	JG24_g1777	g6604
Cre01.g031004	g6139	Mal24_g4255	JG24_g1776	g6605
Cre01.g031050	g6138	Mal24_g4254	JG24_g1775	g6606
Cre01.g031100	g6137	Mal24_g4253	JG24_g1774	
Cre01.g031200	g6136	Mal24_g4252	JG24_g1773	g6608
Cre01.g031250	g6135	Mal24_g4251		g6609
Cre01.g031300	g6134	Mal24_g4250		g6610
Cre01.g031450	g6132	Mal24_g4247	JG24_g1766	g6614
Cre01.g031500	g6131	Mal24_g4246	JG24_g1765	g6615
Cre01.g031550	g6130	Mal24_g4245	JG24_g1763	g6616
Cre01.g031600	g6129	Mal24_g4244	JG24_g1762	g6617
Cre01.g031650	g6128	Mal24_g4243	JG24_g1761	g6618
Cre01.g031750	g6127	Mal24_g4242	JG24_g1760	g6619
Cre01.g031800	g6126	Mal24_g4241	JG24_g1759	
Cre01.g031900	g6123	Mal24_g4237	JG24_g1756	g6626
Cre01.g032000	g6121	Mal24_g4235	JG24_g1753	g6628
Cre01.g032050	g6120	Mal24_g4234	JG24_g1752	g6629
Cre01.g032100	g6119	Mal24_g4233	JG24_g1751	g6630
Cre01.g032150	g6118	Mal24_g4232	JG24_g1750	g6631
Cre01.g032200	g6116	Mal24_g4230	JG24_g1748	g6633
Cre01.g032250	g6115	Mal24_g4229	JG24_g1747	g6634
Cre01.g032300	g6114	Mal24_g4228	JG24_g1746	g6635
Cre01.g032350	g6113	Mal24_g4227	JG24_g1745	g6636
Cre01.g032400	g6112	Mal24_g4226	JG24_g1744	g6637
Cre01.g032450	g6111	Mal24_g4225	JG24_g1743	g6638
Cre01.g032500	g6110	Mal24_g4224	JG24_g1742	g6639
Cre01.g032550	g6108	Mal24_g4222	JG24_g1741	g6641
Cre01.g032600	g6107		JG24_g1740	g6642
Cre01.g032650	g6106	Mal24_g4220	JG24_g1739	g6643
Cre01.g032700	g6105	Mal24_g4219	JG24_g1738	g6644
Cre01.g032750	g6104	Mal24_g4218	JG24_g1737	g6645
Cre01.g032750	g6104	Mal24_g4218	JG24_g1737	g6645
Cre01.g032750	g6104	Mal24_g4218	JG24_g1737	g6645
Cre01.g032750	g6104	Mal24_g4218	JG24_g1737	g6645
Cre01.g032750	g6104	Mal24_g4218	JG24_g1737	g6645
Cre01.g032750	g6104	Mal24_g4218	JG24_g1737	g6645
Cre01.g032750	g6104	Mal24_g4218	JG24_g1737	g6645
Cre01.g032750	g6104	Mal24_g4218	JG24_g1737	g6645
Cre01.g032800	g6103	Mal24_g4217	JG24_g1736	g6646
Cre01.g032850	g6098	Mal24_g4212	JG24_g1735	g6647
Cre01.g032900	g11624	Mal24_g15070		g3189
Cre01.g033000	g6099	Mal24_g4213	JG24_g1734	g6648
Cre01.g033091	g6101		JG24_g1732	g6650
Cre01.g033150	g6102		JG24_g1731	g6651
Cre01.g033200	g6097	Mal24_g4209	JG24_g1730	g6652
Cre01.g033250	g6096	Mal24_g4208	JG24_g1729	g6653
Cre01.g033300	g6095	Mal24_g4207	JG24_g1728	g6654
Cre01.g033350	g6094	Mal24_g4206	JG24_g1727	g6655
Cre01.g033400	g6093	Mal24_g4205	JG24_g1726	g6656
Cre01.g033550	g4181	Mal24_g4198	JG24_g1720	g6662
Cre01.g033700	g6091	Mal24_g4200	JG24_g1722	g6660
Cre01.g033832	g4180	Mal24_g4196	JG24_g1719	g6663
Cre01.g033950	g4177	Mal24_g4194	JG24_g1717	g6665
Cre01.g034000	g4176	Mal24_g4193	JG24_g1716	g6666
Cre01.g034050	g4175	Mal24_g4192	JG24_g1715	g6667
Cre01.g034100	g4174	Mal24_g4191	JG24_g1714	g6668
Cre01.g034150	g4173	Mal24_g4190	JG24_g1713	g6669
Cre01.g034200	g4172		JG24_g1712	g6670
Cre01.g034300	g4170	Mal24_g4188	JG24_g1710	g6671
Cre01.g034350	g4169	Mal24_g4187		g6672
Cre01.g034380	g4168	Mal24_g4186		g6673
Cre01.g034400	g4167	Mal24_g4185	JG24_g1708	g6674
Cre01.g034451	g4166	Mal24_g4184	JG24_g1707	g6675
Cre01.g034500	g4163	Mal24_g4182	JG24_g1706	g6677
Cre01.g034550	g4162	Mal24_g4181	JG24_g1705	g6678
Cre01.g034600	g4161	Mal24_g4180	JG24_g1704	g6679
Cre01.g034650	g4160	Mal24_g4179	JG24_g1703	g6681
Cre01.g034700	g4159		JG24_g1702	
Cre01.g034750	g4158		JG24_g1701	
Cre01.g034800	g4157	Mal24_g4177	JG24_g1699	g6683
Cre01.g034850	g4156	Mal24_g4176	JG24_g1698	g6684
Cre01.g034900	g4155	Mal24_g4175	JG24_g1696	g6685
Cre01.g034950	g4154	Mal24_g4174	JG24_g1695	g6686
Cre01.g035000	g4153	Mal24_g4173		g6687
Cre01.g035100	g4152	Mal24_g4172	JG24_g1693	g6688
Cre01.g035150	g4151	Mal24_g4171	JG24_g1692	g6689
Cre01.g035150	g4151	Mal24_g4171	JG24_g1692	g6689
Cre01.g035150	g4151	Mal24_g4171	JG24_g1692	g6689
Cre01.g035150	g4151	Mal24_g4171	JG24_g1692	g6689
Cre01.g035150	g4151	Mal24_g4171	JG24_g1692	g6689
Cre01.g035150	g4151	Mal24_g4171	JG24_g1692	g6689
Cre01.g035150	g4151	Mal24_g4171	JG24_g1692	g6689
Cre01.g035150	g4151	Mal24_g4171	JG24_g1692	g6689
Cre01.g035200	g4150	Mal24_g4170	JG24_g1691	g6690
Cre01.g035250	g4149	Mal24_g4169	JG24_g1690	g6691
Cre01.g035300	g4148	Mal24_g4168	JG24_g1689	
Cre01.g035350	g4147	Mal24_g4167	JG24_g1688	g6694
Cre01.g035450	g4145	Mal24_g4165	JG24_g1686	g6696
Cre01.g035500	g4144	Mal24_g4164	JG24_g1685	g6697
Cre01.g035550	g4140	Mal24_g4162	JG24_g1682	g6699
Cre01.g035600	g4139	Mal24_g4161		g6701
Cre01.g035650	g4138	Mal24_g4160	JG24_g1680	g6702
Cre01.g035700	g4137	Mal24_g4159	JG24_g1679	g6703
Cre01.g035750	g4136	Mal24_g4158	JG24_g1678	g6704
Cre01.g035750	g4136	Mal24_g4158	JG24_g1678	g6704
Cre01.g035750	g4136	Mal24_g4158	JG24_g1678	g6704
Cre01.g035750	g4136	Mal24_g4158	JG24_g1678	g6704
Cre01.g035750	g4136	Mal24_g4158	JG24_g1678	g6704
Cre01.g035750	g4136	Mal24_g4158	JG24_g1678	g6704
Cre01.g035750	g4136	Mal24_g4158	JG24_g1678	g6704
Cre01.g035750	g4136	Mal24_g4158	JG24_g1678	g6704
Cre01.g035800	g4133	Mal24_g4153	JG24_g1677	g6706
Cre01.g035850	g4132	Mal24_g4152	JG24_g1676	g6707
Cre01.g035950	g4130	Mal24_g4151	JG24_g1674	g6710
Cre01.g036000	g4129	Mal24_g4150	JG24_g1673	g6711
Cre01.g036050	g4128	Mal24_g4149	JG24_g1672	g6712
Cre01.g036100	g4127	Mal24_g4148	JG24_g1671	g6713
Cre01.g036150	g4126	Mal24_g4147	JG24_g1670	g6714
Cre01.g036200	g4125	Mal24_g4146	JG24_g1669	g6715
Cre01.g036400	g4123	Mal24_g4142	JG24_g1664	g6719
Cre01.g036451	g4122	Mal24_g4141	JG24_g1663	g6720
Cre01.g036500	g4121	Mal24_g4140	JG24_g1662	g6721
Cre01.g036550	g4120	Mal24_g4139	JG24_g1661	g6722
Cre01.g036600	g4119	Mal24_g4138	JG24_g1660	g6723
Cre01.g036650	g4118	Mal24_g4137	JG24_g1659	g6724
Cre01.g036700	g4117	Mal24_g4136	JG24_g1658	g6725
Cre01.g036750	g4116	Mal24_g4135	JG24_g1657	g6726
Cre01.g036800	g4114	Mal24_g4134	JG24_g1656	g6727
Cre01.g036850	g4113	Mal24_g4133	JG24_g1655	g6728
Cre01.g036900	g1634		JG24_g6141	
Cre01.g036900	g1634		JG24_g6141	
Cre01.g036900	g1634		JG24_g6141	
Cre01.g036900	g1634		JG24_g6141	
Cre01.g036900	g1634		JG24_g6141	
Cre01.g036900	g1634		JG24_g6141	
Cre01.g036900	g1634		JG24_g6141	
Cre01.g036900	g1634		JG24_g6141	
Cre01.g036900	g1634		JG24_g6141	
Cre01.g036950	g4111	Mal24_g4127	JG24_g1651	g6730
Cre01.g037000	g4110	Mal24_g4126	JG24_g1649	
Cre01.g037050	g4109	Mal24_g4125		g6731
Cre01.g037100	g4108	Mal24_g4124	JG24_g1648	g6732
Cre01.g037150	g4107	Mal24_g4123	JG24_g1647	g6733
Cre01.g037200	g4106	Mal24_g4122	JG24_g1646	g6734
Cre01.g037200	g4106	Mal24_g4122	JG24_g1646	g6734
Cre01.g037200	g4106	Mal24_g4122	JG24_g1646	g6734
Cre01.g037200	g4106	Mal24_g4122	JG24_g1646	g6734
Cre01.g037200	g4106	Mal24_g4122	JG24_g1646	g6734
Cre01.g037200	g4106	Mal24_g4122	JG24_g1646	g6734
Cre01.g037200	g4106	Mal24_g4122	JG24_g1646	g6734
Cre01.g037200	g4106	Mal24_g4122	JG24_g1646	g6734
Cre01.g037200	g4106	Mal24_g4122	JG24_g1646	g6734
Cre01.g037200	g4106	Mal24_g4122	JG24_g1646	g6734
Cre01.g037200	g4106	Mal24_g4122	JG24_g1646	g6734
Cre01.g037200	g4106	Mal24_g4122	JG24_g1646	g6734
Cre01.g037200	g4106	Mal24_g4122	JG24_g1646	g6734
Cre01.g037200	g4106	Mal24_g4122	JG24_g1646	g6734
Cre01.g037200	g4106	Mal24_g4122	JG24_g1646	g6734
Cre01.g037200	g4106	Mal24_g4122	JG24_g1646	g6734
Cre01.g037200	g4106	Mal24_g4122	JG24_g1646	g6734
Cre01.g037200	g4106	Mal24_g4122	JG24_g1646	g6734
Cre01.g037200	g4106	Mal24_g4122	JG24_g1646	g6734
Cre01.g037200	g4106	Mal24_g4122	JG24_g1646	g6734
Cre01.g037200	g4106	Mal24_g4122	JG24_g1646	g6734
Cre01.g037200	g4106	Mal24_g4122	JG24_g1646	g6734
Cre01.g037200	g4106	Mal24_g4122	JG24_g1646	g6734
Cre01.g037200	g4106	Mal24_g4122	JG24_g1646	g6734
Cre01.g037200	g4106	Mal24_g4122	JG24_g1646	g6734
Cre01.g037200	g4106	Mal24_g4122	JG24_g1646	g6734
Cre01.g037200	g4106	Mal24_g4122	JG24_g1646	g6734
Cre01.g037200	g4106	Mal24_g4122	JG24_g1646	g6734
Cre01.g037200	g4106	Mal24_g4122	JG24_g1646	g6734
Cre01.g037200	g4106	Mal24_g4122	JG24_g1646	g6734
Cre01.g037200	g4106	Mal24_g4122	JG24_g1646	g6734
Cre01.g037200	g4106	Mal24_g4122	JG24_g1646	g6734
Cre01.g037200	g4106	Mal24_g4122	JG24_g1646	g6734
Cre01.g037200	g4106	Mal24_g4122	JG24_g1646	g6734
Cre01.g037200	g4106	Mal24_g4122	JG24_g1646	g6734
Cre01.g037200	g4106	Mal24_g4122	JG24_g1646	g6734
Cre01.g037200	g4106	Mal24_g4122	JG24_g1646	g6734
Cre01.g037200	g4106	Mal24_g4122	JG24_g1646	g6734
Cre01.g037200	g4106	Mal24_g4122	JG24_g1646	g6734
Cre01.g037200	g4106	Mal24_g4122	JG24_g1646	g6734
Cre01.g037200	g4106	Mal24_g4122	JG24_g1646	g6734
Cre01.g037200	g4106	Mal24_g4122	JG24_g1646	g6734
Cre01.g037200	g4106	Mal24_g4122	JG24_g1646	g6734
Cre01.g037200	g4106	Mal24_g4122	JG24_g1646	g6734
Cre01.g037200	g4106	Mal24_g4122	JG24_g1646	g6734
Cre01.g037200	g4106	Mal24_g4122	JG24_g1646	g6734
Cre01.g037200	g4106	Mal24_g4122	JG24_g1646	g6734
Cre01.g037200	g4106	Mal24_g4122	JG24_g1646	g6734
