CSCH	JG05	MALA	CREN	CINC
g9552	JG24_g5780	Mal24_g9336	Cre10.g420200	g12496
g9550	JG24_g5782	Mal24_g9338	Cre10.g420100	g12498
g9549	JG24_g5792	Mal24_g9339	Cre10.g419950	g12500
g9545	JG24_g5796	Mal24_g9346	Cre10.g419800	g12506
g9544	JG24_g5797	Mal24_g9347	Cre10.g419750	g12507
g9540	JG24_g5799	Mal24_g9349	Cre10.g419650	g12509
g9539	JG24_g5800	Mal24_g9350	Cre10.g419600	g12510
g9538	JG24_g5801	Mal24_g9351	Cre10.g419550	g12511
g9537	JG24_g5802	Mal24_g9352	Cre10.g419500	g12512
g9536	JG24_g5803	Mal24_g9353	Cre10.g419450	g12513
g9531	JG24_g5807	Mal24_g9357	Cre10.g419150	g12517
g9529	JG24_g5809	Mal24_g9359	Cre10.g419050	g12519
g9527	JG24_g5811	Mal24_g9364	Cre10.g418950	g12522
g9522	JG24_g5816	Mal24_g9369	Cre10.g418700	g12527
g9521	JG24_g5817	Mal24_g9370	Cre10.g418650	g12528
g9515	JG24_g5825	Mal24_g9377	Cre10.g418300	g12533
g9510	JG24_g5829	Mal24_g9380	Cre10.g418100	g12537
g9508	JG24_g5831	Mal24_g9382	Cre10.g418000	g12541
g9507	JG24_g5832	Mal24_g9383	Cre10.g417950	g12542
g9504	JG24_g5835	Mal24_g9386	Cre10.g417750	g12545
g9502	JG24_g5837	Mal24_g9387	Cre10.g417700	g12546
g9501	JG24_g5838	Mal24_g9388	Cre10.g417650	g12547
g1880	JG24_g5846	Mal24_g3464	Cre13.g569850	g1849
g1883	JG24_g5858	Mal24_g3461	Cre13.g570200	g1845
g1888	JG24_g5864	Mal24_g3455	Cre13.g570400	g1840
g1891	JG24_g5868	Mal24_g3451	Cre13.g570600	g1837
g1896	JG24_g5870	Mal24_g3448	Cre13.g570700	g1832
g1898	JG24_g5872	Mal24_g3446	Cre13.g570900	g1829
g1904	JG24_g5880	Mal24_g3433	Cre13.g571300	g1822
g1906	JG24_g5882	Mal24_g3435	Cre13.g571450	g1819
g1907	JG24_g5883	Mal24_g3436	Cre13.g571500	g1818
g1910	JG24_g5886	Mal24_g3416	Cre13.g571600	g1815
g1911	JG24_g5887	Mal24_g3418	Cre13.g571700	g1813
g1912	JG24_g5888	Mal24_g3419	Cre13.g571750	g1812
g1916	JG24_g5892	Mal24_g3423	Cre13.g571950	g1808
g1917	JG24_g5893	Mal24_g3424	Cre13.g572000	g1807
g1926	JG24_g5903	Mal24_g3408	Cre13.g572500	g1796
g1927	JG24_g5904	Mal24_g3407	Cre13.g572550	g1795
g1928	JG24_g5905	Mal24_g3406	Cre13.g572600	g1794
g1929	JG24_g5906	Mal24_g3405	Cre13.g572650	g1793
g1930	JG24_g5907	Mal24_g3404	Cre13.g572700	g1792
g1935	JG24_g5913	Mal24_g3389	Cre13.g572900	g1780
g1938	JG24_g5916	Mal24_g3384	Cre13.g573000	g1776
g1939	JG24_g5917	Mal24_g3383	Cre13.g573050	g1775
g1941	JG24_g5918	Mal24_g3381	Cre13.g573150	g1773
g1943	JG24_g5922	Mal24_g3379	Cre13.g573250	g1771
g1946	JG24_g5925	Mal24_g3371	Cre13.g573400	g1768
g1948	JG24_g5927	Mal24_g3369	Cre13.g573500	g1765
g8583	JG24_g5981	Mal24_g3361	Cre13.g573800	g1758
g8582	JG24_g5982	Mal24_g3360	Cre13.g573900	g1757
g8574	JG24_g5983	Mal24_g3351	Cre13.g574300	g1746
g8575	JG24_g5985	Mal24_g3353	Cre13.g574250	g1748
g8576	JG24_g5986	Mal24_g3354	Cre13.g574200	g1749
g8579	JG24_g5988	Mal24_g3356	Cre13.g574050	g1752
g8580	JG24_g5989	Mal24_g3357	Cre13.g574041	g1753
g8571	JG24_g5993	Mal24_g3348	Cre13.g574500	g1743
g8570	JG24_g5994	Mal24_g3347	Cre13.g801521	g1742
g8565	JG24_g5999	Mal24_g3342	Cre13.g574800	g1737
g8561	JG24_g6001	Mal24_g3340	Cre13.g574900	g1735
g8560	JG24_g6002	Mal24_g3339	Cre13.g575000	g1734
g8555	JG24_g6007	Mal24_g3333	Cre13.g575300	g1729
g8554	JG24_g6008	Mal24_g3332	Cre13.g575333	g1728
g8552	JG24_g6011	Mal24_g3329	Cre13.g575450	g1726
g8550	JG24_g6014	Mal24_g3327	Cre13.g575650	g1723
g8549	JG24_g6015	Mal24_g3326	Cre13.g575701	g1721
g8547	JG24_g6016	Mal24_g3323	Cre13.g575750	g1720
g8545	JG24_g6018	Mal24_g3321	Cre13.g575800	g1718
g8544	JG24_g6019	Mal24_g3320	Cre13.g575850	g1717
g8540	JG24_g6023	Mal24_g3317	Cre13.g576000	g1713
g8536	JG24_g6030	Mal24_g3312	Cre13.g576200	g1704
g8534	JG24_g6032	Mal24_g3310	Cre13.g576300	g1702
g8532	JG24_g6034	Mal24_g3308	Cre13.g576400	g1700
g8515	JG24_g6040	Mal24_g3302	Cre13.g576650	g1696
g8514	JG24_g6041	Mal24_g3301	Cre13.g576760	g1694
g8510	JG24_g6047	Mal24_g3294	Cre13.g577050	g1689
g8509	JG24_g6048	Mal24_g3293	Cre13.g577100	g1688
g8508	JG24_g6050	Mal24_g3292	Cre13.g577250	g1687
g8507	JG24_g6053	Mal24_g3287	Cre13.g577400	g1684
g8506	JG24_g6054	Mal24_g3286	Cre13.g577450	g1683
g8505	JG24_g6055	Mal24_g3285	Cre13.g577500	g1679
g8501	JG24_g6060	Mal24_g3281	Cre13.g577850	g1675
g8499	JG24_g6062	Mal24_g3279	Cre13.g577950	g1673
g8498	JG24_g6063	Mal24_g3278	Cre13.g801527	g1672
g8497	JG24_g6064	Mal24_g3277	Cre13.g578050	g1671
g8492	JG24_g6073	Mal24_g3270	Cre13.g578150	g1666
g8487	JG24_g6079	Mal24_g3264	Cre13.g578451	g1663
g8484	JG24_g6085	Mal24_g3260	Cre13.g578650	g1658
g8481	JG24_g6088	Mal24_g3258	Cre13.g578750	g1656
g8480	JG24_g6092	Mal24_g3257	Cre13.g578800	g1654
g8452	JG24_g6107	Mal24_g3238	Cre13.g579598	g1635
g8450	JG24_g6111	Mal24_g3233	Cre13.g579734	g1630
g8447	JG24_g6113	Mal24_g3232	Cre13.g579800	g1629
g8444	JG24_g6114	Mal24_g3231	Cre13.g579850	g1628
g1656	JG24_g6117	Mal24_g3228	Cre13.g579950	g1626
g1654	JG24_g6118	Mal24_g3227	Cre13.g580000	g1625
g1652	JG24_g6121	Mal24_g3223	Cre13.g580150	g1623
g1651	JG24_g6122	Mal24_g3222	Cre13.g580200	g1622
g1649	JG24_g6124	Mal24_g3220	Cre13.g580300	g1620
g1648	JG24_g6125	Mal24_g3219	Cre13.g580350	g1619
g1644	JG24_g6129	Mal24_g3216	Cre13.g580550	g1615
g1640	JG24_g6133	Mal24_g3212	Cre13.g580700	g1611
g1638	JG24_g6135	Mal24_g3210	Cre13.g580850	g1609
g1637	JG24_g6136	Mal24_g3209	Cre13.g580900	g1608
g1626	JG24_g6147	Mal24_g3196	Cre13.g581400	g1599
g1625	JG24_g6148	Mal24_g3195	Cre13.g581450	g1595
g1623	JG24_g6150	Mal24_g3193	Cre13.g581550	g1592
g1622	JG24_g6151	Mal24_g3192	Cre13.g581600	g1591
g1621	JG24_g6152	Mal24_g3191	Cre13.g581650	g1590
g1615	JG24_g6156	Mal24_g3187	Cre13.g581850	g1575
g1614	JG24_g6157	Mal24_g3186	Cre13.g581900	g1574
g1613	JG24_g6158	Mal24_g3185	Cre13.g582201	g1573
g1609	JG24_g6163	Mal24_g3180	Cre13.g582350	g1569
g1604	JG24_g6165	Mal24_g3178	Cre13.g582650	g1566
g1603	JG24_g6166	Mal24_g3177	Cre13.g582800	g1565
g1594	JG24_g6178	Mal24_g3158	Cre13.g583250	g1555
g1590	JG24_g6182	Mal24_g3153	Cre13.g583450	g1551
g1584	JG24_g6186	Mal24_g3150	Cre13.g583550	g1547
g1583	JG24_g6187	Mal24_g3149	Cre13.g583600	g1546
g1576	JG24_g6195	Mal24_g3143	Cre13.g584200	g1539
g1575	JG24_g6196	Mal24_g3142	Cre13.g584250	g1538
g1574	JG24_g6197	Mal24_g3141	Cre13.g801543	g1537
g1570	JG24_g6199	Mal24_g3138	Cre13.g584400	g1535
g1560	JG24_g6214	Mal24_g3131	Cre13.g584850	g1525
g1559	JG24_g6215	Mal24_g3130	Cre13.g584901	g1524
g1558	JG24_g6216	Mal24_g3129	Cre13.g584950	g1523
g1557	JG24_g6217	Mal24_g3127	Cre13.g585050	g1521
g13026	JG24_g6218	Mal24_g3126	Cre13.g585100	g1520
g13027	JG24_g6219	Mal24_g3125	Cre13.g585150	g1519
g13029	JG24_g6221	Mal24_g3123	Cre13.g585301	g1517
g13030	JG24_g6222	Mal24_g3122	Cre13.g585350	g1516
g13033	JG24_g6237	Mal24_g3119	Cre13.g585500	g1513
g13034	JG24_g6238	Mal24_g3118	Cre13.g585550	g1512
g13038	JG24_g6241	Mal24_g3114	Cre13.g801550	g1510
g13042	JG24_g6245	Mal24_g3104	Cre13.g585850	g1503
g13043	JG24_g6246	Mal24_g3103	Cre13.g585900	g1502
g13044	JG24_g6248	Mal24_g3097	Cre13.g586050	g1500
g13045	JG24_g6249	Mal24_g3096	Cre13.g586000	g1499
g13048	JG24_g6251	Mal24_g3087	Cre13.g586250	g1494
g13049	JG24_g6252	Mal24_g3086	Cre13.g586300	g1493
g13050	JG24_g6253	Mal24_g3085	Cre13.g586350	g1492
g13056	JG24_g6260	Mal24_g3081	Cre13.g586550	g1487
g13057	JG24_g6261	Mal24_g3080	Cre13.g586600	g1486
g13066	JG24_g6271	Mal24_g3076	Cre13.g587050	g1476
g13067	JG24_g6272	Mal24_g3075	Cre13.g587100	g1474
g13068	JG24_g6273	Mal24_g3074	Cre13.g587150	g1473
g13069	JG24_g6274	Mal24_g3073	Cre13.g587200	g1472
g13075	JG24_g6282	Mal24_g3065	Cre13.g587500	g1465
g13080	JG24_g6287	Mal24_g3059	Cre13.g587750	g1459
g13087	JG24_g6294	Mal24_g3055	Cre13.g588100	g1454
g13096	JG24_g6300	Mal24_g3046	Cre13.g588310	g1449
g13097	JG24_g6301	Mal24_g3045	Cre13.g588350	g1448
g13098	JG24_g6302	Mal24_g3044	Cre13.g588550	g1446
g13102	JG24_g6305	Mal24_g3040	Cre13.g588700	g1442
g13105	JG24_g6308	Mal24_g3037	Cre13.g588800	g1440
g13106	JG24_g6309	Mal24_g3036	Cre13.g588850	g1439
g13112	JG24_g6316	Mal24_g3029	Cre13.g589050	g1433
g13113	JG24_g6317	Mal24_g3028	Cre13.g589100	g1432
g13119	JG24_g6322	Mal24_g3024	Cre13.g589250	g1427
g13137	JG24_g6329	Mal24_g3013	Cre13.g589600	g1419
g13139	JG24_g6331	Mal24_g3011	Cre13.g589700	g1417
g13147	JG24_g6337	Mal24_g3003	Cre13.g590350	g1410
g13148	JG24_g6338	Mal24_g3002	Cre13.g590400	g1409
g13149	JG24_g6339	Mal24_g3001	Cre13.g590500	g1408
g13161	JG24_g6352	Mal24_g2984	Cre13.g590900	g1394
g13160	JG24_g6354	Mal24_g2986	Cre13.g591000	g1398
g13166	JG24_g6360	Mal24_g2979	Cre13.g591250	g1390
g13175	JG24_g6372	Mal24_g2971	Cre13.g591650	g1374
g13176	JG24_g6373	Mal24_g2970	Cre13.g591700	g1373
g13179	JG24_g6376	Mal24_g2967	Cre13.g591851	g1370
g13180	JG24_g6378	Mal24_g2966	Cre13.g591900	g1369
g13181	JG24_g6379	Mal24_g2965	Cre13.g591951	g1368
g13183	JG24_g6381	Mal24_g2963	Cre13.g592050	g1366
g13186	JG24_g6383	Mal24_g2959	Cre13.g592150	g1364
g13187	JG24_g6384	Mal24_g2958	Cre13.g592200	g1363
g13189	JG24_g6391	Mal24_g2956	Cre13.g592300	g1361
g13190	JG24_g6392	Mal24_g2955	Cre13.g592350	g1360
g13192	JG24_g6394	Mal24_g2953	Cre13.g592450	g1358
g13195	JG24_g6397	Mal24_g2950	Cre13.g592551	g1354
g13789	JG24_g6411	Mal24_g10051	Cre13.g602350	g9014
g13788	JG24_g6412	Mal24_g10052	Cre13.g602400	g9015
g13787	JG24_g6413	Mal24_g10053	Cre13.g602450	g9016
g13782	JG24_g6417	Mal24_g10058	Cre13.g602650	g9020
g13776	JG24_g6423	Mal24_g10064	Cre13.g603000	g9026
g13774	JG24_g6426	Mal24_g10067	Cre13.g603100	g9029
g13772	JG24_g6428	Mal24_g10069	Cre13.g603176	g9031
g13769	JG24_g6430	Mal24_g10072	Cre13.g603250	g9033
g13759	JG24_g6446	Mal24_g10081	Cre13.g603225	g9045
g13758	JG24_g6447	Mal24_g10084	Cre13.g603700	g9046
g13755	JG24_g6451	Mal24_g10087	Cre13.g603900	g9050
g13754	JG24_g6452	Mal24_g10088	Cre13.g603950	g9052
g15133	JG24_g6469	Mal24_g10097	Cre13.g604300	g9062
g15127	JG24_g6475	Mal24_g10105	Cre13.g604650	g9067
g15125	JG24_g6478	Mal24_g10110	Cre13.g604750	g9069
g15114	JG24_g6489	Mal24_g10118	Cre13.g605150	g9077
g15113	JG24_g6490	Mal24_g10119	Cre13.g605200	g9078
g15109	JG24_g6495	Mal24_g10122	Cre13.g605650	g9085
g15108	JG24_g6496	Mal24_g10123	Cre13.g605700	g9086
g15103	JG24_g6501	Mal24_g10129	Cre13.g606000	g9091
g15102	JG24_g6502	Mal24_g10130	Cre13.g606050	g9092
g15100	JG24_g6504	Mal24_g10132	Cre13.g606150	g9094
g15090	JG24_g6516	Mal24_g10142	Cre13.g606550	g9101
g15089	JG24_g6517	Mal24_g10143	Cre13.g606600	g9102
g15086	JG24_g6522	Mal24_g10146	Cre13.g606800	g9105
g15085	JG24_g6523	Mal24_g10147	Cre13.g606850	g9106
g15083	JG24_g6526	Mal24_g10149	Cre13.g607000	g9108
g15082	JG24_g6527	Mal24_g10150	Cre13.g607050	g9109
g15076	JG24_g6535	Mal24_g10157	Cre13.g607300	g9116
g12019	JG24_g6536	Mal24_g10160	Cre13.g607350	g9117
g12017	JG24_g6540	Mal24_g10162	Cre13.g607500	g9121
g12012	JG24_g6545	Mal24_g10167	Cre13.g607750	g9126
g12007	JG24_g6550	Mal24_g10172	Cre13.g607900	g9131
g12005	JG24_g6552	Mal24_g10174	Cre13.g608000	g9132
g6727	JG24_g6571	Mal24_g8971	Cre05.g243451	g1300
g6726	JG24_g6572	Mal24_g8970	Cre05.g243450	g1299
g6737	JG24_g6579	Mal24_g16316	Cre05.g243800	g1291
g6739	JG24_g6582	Mal24_g16313	Cre05.g243950	g1288
g6747	JG24_g6587	Mal24_g16305	Cre05.g244200	g1284
g6748	JG24_g6588	Mal24_g16304	Cre05.g244236	g1283
g6749	JG24_g6589	Mal24_g16303	Cre05.g244250	g1282
g6751	JG24_g6591	Mal24_g16301	Cre05.g244350	g1280
g6757	JG24_g6598	Mal24_g16290	Cre05.g244800	g1274
g6758	JG24_g6599	Mal24_g16289	Cre05.g244850	g1273
g6759	JG24_g6602	Mal24_g16287	Cre05.g244900	g1272
g6760	JG24_g6603	Mal24_g16286	Cre05.g244950	g1271
g6761	JG24_g6604	Mal24_g16285	Cre05.g245102	g1270
g6772	JG24_g6615	Mal24_g16274	Cre05.g245701	g1256
g6773	JG24_g6619	Mal24_g16272	Cre05.g245900	g1254
g6774	JG24_g6620	Mal24_g16271	Cre05.g245950	g1253
g6775	JG24_g6621	Mal24_g16270	Cre05.g246000	g1252
g6782	JG24_g6636	Mal24_g16261	Cre05.g246377	g1240
g6785	JG24_g6638	Mal24_g16252	Cre05.g246552	g1238
g6790	JG24_g6648	Mal24_g16248	Cre05.g246800	g1227
g6791	JG24_g6649	Mal24_g16247	Cre05.g246850	g1226
g6792	JG24_g6650	Mal24_g16246	Cre05.g246900	g1225
g6794	JG24_g6652	Mal24_g16244	Cre05.g247150	g1223
g6800	JG24_g6657	Mal24_g16238	Cre05.g247300	g1212
g6809	JG24_g6666	Mal24_g16225	Cre05.g247550	g1205
g6810	JG24_g6667	Mal24_g16224	Cre05.g247600	g1204
g6813	JG24_g6671	Mal24_g16220	Cre05.g247851	g1201
g6817	JG24_g6674	Mal24_g16217	Cre05.g247950	g1197
g6822	JG24_g6678	Mal24_g16214	Cre05.g248100	g1194
g6823	JG24_g6679	Mal24_g16213	Cre05.g248150	g1193
g6824	JG24_g6680	Mal24_g16212	Cre05.g248200	g1192
g6826	JG24_g6682	Mal24_g16209	Cre05.g248300	g1187
g6828	JG24_g6684	Mal24_g16207	Cre05.g248500	g1184
g6833	JG24_g6688	Mal24_g16200	Cre05.g248600	g9188
g14242	JG24_g6692	Mal24_g15611	Cre08.g375200	g13675
g14246	JG24_g6696	Mal24_g15615	Cre08.g800937	g13680
g14247	JG24_g6697	Mal24_g15616	Cre08.g375050	g13681
g14254	JG24_g6702	Mal24_g15564	Cre08.g374650	g14205
g14258	JG24_g6707	Mal24_g15560	Cre08.g374350	g14209
g14267	JG24_g6713	Mal24_g15555	Cre08.g374100	g14216
g14268	JG24_g6714	Mal24_g15554	Cre08.g374050	g14217
g8732	JG24_g6717	Mal24_g12890	Cre06.g292350	g123
g16017	JG24_g6721	Mal24_g2253	Cre03.g172300	g5519
g16018	JG24_g6723	Mal24_g2255	Cre03.g172350	g5518
g16020	JG24_g6725	Mal24_g2257	Cre03.g172500	g5510
g16021	JG24_g6726	Mal24_g2258	Cre03.g172550	g5509
g16023	JG24_g6731	Mal24_g2261	Cre03.g172650	g5507
g16026	JG24_g6734	Mal24_g2265	Cre03.g172850	g5503
g16027	JG24_g6735	Mal24_g2266	Cre03.g172900	g5502
g16028	JG24_g6736	Mal24_g2267	Cre03.g172950	g5501
g16035	JG24_g6744	Mal24_g2278	Cre03.g173350	g5492
g16041	JG24_g6754	Mal24_g2284	Cre03.g173550	g5487
g16043	JG24_g6756	Mal24_g2286	Cre03.g173700	g5485
g16045	JG24_g6758	Mal24_g2288	Cre03.g173800	g5483
g16049	JG24_g6760	Mal24_g2293	Cre03.g173900	g5481
g16051	JG24_g6762	Mal24_g2295	Cre03.g174000	g5479
g16059	JG24_g6769	Mal24_g2302	Cre03.g174250	g5469
g16061	JG24_g6771	Mal24_g2304	Cre03.g174350	g5467
g16062	JG24_g6772	Mal24_g2305	Cre03.g174400	g5466
g16064	JG24_g6773	Mal24_g2307	Cre03.g174476	g5464
g16069	JG24_g6778	Mal24_g2311	Cre03.g174750	g5459
g16072	JG24_g6781	Mal24_g2313	Cre03.g174900	g5456
g16075	JG24_g6788	Mal24_g2319	Cre03.g175200	g5450
g16076	JG24_g6789	Mal24_g2320	Cre03.g175250	g5449
g16079	JG24_g6792	Mal24_g2323	Cre03.g175400	g5446
g16080	JG24_g6793	Mal24_g2324	Cre03.g800331	g5445
g16081	JG24_g6794	Mal24_g2325	Cre03.g175500	g5444
g16086	JG24_g6824	Mal24_g2330	Cre03.g175750	g5439
g16092	JG24_g6829	Mal24_g2335	Cre03.g800334	g5433
g16096	JG24_g6833	Mal24_g2339	Cre03.g176150	g5429
g16098	JG24_g6835	Mal24_g2341	Cre03.g176250	g5427
g16101	JG24_g6843	Mal24_g2344	Cre03.g176350	g5424
g16103	JG24_g6845	Mal24_g2346	Cre03.g176500	g5422
g16104	JG24_g6846	Mal24_g2347	Cre03.g176550	g5421
g16108	JG24_g6850	Mal24_g2351	Cre03.g176750	g5417
g16110	JG24_g6852	Mal24_g2353	Cre03.g176833	g5415
g16119	JG24_g6863	Mal24_g2362	Cre03.g177250	g5406
g16120	JG24_g6864	Mal24_g2363	Cre03.g177300	g5405
g16121	JG24_g6865	Mal24_g2364	Cre03.g177350	g5404
g16125	JG24_g6869	Mal24_g2367	Cre03.g177500	g5401
g16126	JG24_g6870	Mal24_g2368	Cre03.g177550	g5400
g16127	JG24_g6871	Mal24_g2369	Cre03.g177600	g5399
g16130	JG24_g6875	Mal24_g2373	Cre03.g177750	g5396
g16131	JG24_g6876	Mal24_g2374	Cre03.g177800	g5395
g16134	JG24_g6879	Mal24_g2376	Cre03.g177900	g5392
g16137	JG24_g6883	Mal24_g2380	Cre03.g178050	g5389
g16138	JG24_g6885	Mal24_g2381	Cre03.g178100	g5388
g16139	JG24_g6886	Mal24_g2382	Cre03.g178150	g5387
g16140	JG24_g6887	Mal24_g2383	Cre03.g800337	g5386
g16141	JG24_g6888	Mal24_g2384	Cre03.g178250	g5385
g16144	JG24_g6892	Mal24_g2387	Cre03.g178350	g5382
g16145	JG24_g6893	Mal24_g2388	Cre03.g178400	g5380
g16146	JG24_g6894	Mal24_g2389	Cre03.g178450	g5378
g16147	JG24_g6895	Mal24_g2390	Cre03.g178500	g5377
g16148	JG24_g6896	Mal24_g2392	Cre03.g178550	g5376
g16149	JG24_g6897	Mal24_g2393	Cre03.g178600	g5375
g16150	JG24_g6898	Mal24_g2394	Cre03.g178650	g5374
g16152	JG24_g6900	Mal24_g2397	Cre03.g178750	g5372
g16160	JG24_g6908	Mal24_g2407	Cre03.g179100	g5365
g16161	JG24_g6909	Mal24_g2408	Cre03.g179150	g5364
g16167	JG24_g6914	Mal24_g2412	Cre03.g179400	g5359
g16168	JG24_g6915	Mal24_g2413	Cre03.g179450	g5358
g16169	JG24_g6916	Mal24_g2414	Cre03.g179500	g5357
g16171	JG24_g6917	Mal24_g2415	Cre03.g179550	g5356
g16175	JG24_g6920	Mal24_g2419	Cre03.g179800	g5353
g16181	JG24_g6926	Mal24_g2425	Cre03.g179941	g5345
g3087	JG24_g6928	Mal24_g2427	Cre03.g180000	g5343
g3083	JG24_g6932	Mal24_g2431	Cre03.g180151	g5339
g3082	JG24_g6933	Mal24_g2432	Cre03.g180200	g5338
g3081	JG24_g6934	Mal24_g2433	Cre03.g180250	g5337
g3080	JG24_g6939	Mal24_g2434	Cre03.g180300	g5336
g3078	JG24_g6941	Mal24_g2436	Cre03.g180450	g5335
g3077	JG24_g6943	Mal24_g2438	Cre03.g180550	g5333
g3076	JG24_g6944	Mal24_g2439	Cre03.g180600	g5332
g3075	JG24_g6945	Mal24_g2440	Cre03.g180650	g5331
g3074	JG24_g6946	Mal24_g2441	Cre03.g180700	g5330
g3073	JG24_g6947	Mal24_g2442	Cre03.g180750	g5329
g3072	JG24_g6948	Mal24_g2443	Cre03.g180800	g5328
g3071	JG24_g6950	Mal24_g2444	Cre03.g180850	g5327
g3069	JG24_g6952	Mal24_g2446	Cre03.g181000	g5325
g3068	JG24_g6953	Mal24_g2447	Cre03.g181050	g5324
g3066	JG24_g6955	Mal24_g2449	Cre03.g181150	g5322
g3065	JG24_g6956	Mal24_g2450	Cre03.g181200	g5321
g3064	JG24_g6957	Mal24_g2451	Cre03.g181250	g5320
g3063	JG24_g6958	Mal24_g2452	Cre03.g181300	g5319
g3062	JG24_g6959	Mal24_g2453	Cre03.g181350	g5318
g3061	JG24_g6960	Mal24_g2454	Cre03.g181400	g5317
g3060	JG24_g6961	Mal24_g2455	Cre03.g181450	g5316
g3059	JG24_g6962	Mal24_g2456	Cre03.g181500	g5315
g3055	JG24_g6965	Mal24_g2459	Cre03.g181700	g5311
g3051	JG24_g6971	Mal24_g2463	Cre03.g181950	g5307
g3050	JG24_g6972	Mal24_g2465	Cre03.g182000	g5306
g3049	JG24_g6973	Mal24_g2466	Cre03.g182050	g5305
g3048	JG24_g6974	Mal24_g2467	Cre03.g182100	g5304
g3047	JG24_g6975	Mal24_g2468	Cre03.g182150	g5301
g3045	JG24_g6977	Mal24_g2470	Cre03.g182300	g5299
g3044	JG24_g6978	Mal24_g2471	Cre03.g182350	g5298
g3043	JG24_g6979	Mal24_g2472	Cre03.g182400	g5297
g3042	JG24_g6980	Mal24_g2473	Cre03.g182450	g5296
g3041	JG24_g6981	Mal24_g2474	Cre03.g182500	g5295
g3039	JG24_g6983	Mal24_g2476	Cre03.g182551	g5293
g3038	JG24_g6984	Mal24_g2477	Cre03.g182600	g5292
g3035	JG24_g6988	Mal24_g2480	Cre03.g182750	g5289
g3034	JG24_g6989	Mal24_g2481	Cre03.g182800	g5288
g3032	JG24_g6991	Mal24_g2483	Cre03.g182900	g5286
g3030	JG24_g6992	Mal24_g2484	Cre03.g182950	g5285
g3028	JG24_g6994	Mal24_g2486	Cre03.g183050	g5283
g3027	JG24_g6995	Mal24_g2487	Cre03.g183100	g5282
g3026	JG24_g6996	Mal24_g2489	Cre03.g183150	g5281
g3025	JG24_g6997	Mal24_g2490	Cre03.g183200	g5280
g3024	JG24_g6998	Mal24_g2491	Cre03.g183250	g5279
g3023	JG24_g6999	Mal24_g2492	Cre03.g183300	g5278
g3021	JG24_g7001	Mal24_g2494	Cre03.g183400	g5276
g3018	JG24_g7004	Mal24_g2497	Cre03.g183550	g5273
g3017	JG24_g7005	Mal24_g2498	Cre03.g183600	g5272
g3013	JG24_g7010	Mal24_g2502	Cre03.g183800	g5268
g3012	JG24_g7011	Mal24_g2503	Cre03.g183850	g5267
g3011	JG24_g7012	Mal24_g2504	Cre03.g183900	g5266
g3010	JG24_g7013	Mal24_g2505	Cre03.g184000	g5265
g3007	JG24_g7016	Mal24_g2508	Cre03.g184151	g5262
g3005	JG24_g7019	Mal24_g2510	Cre03.g184250	g5260
g3002	JG24_g7022	Mal24_g2514	Cre03.g184400	g5257
g3001	JG24_g7023	Mal24_g2515	Cre03.g184450	g5256
g2999	JG24_g7025	Mal24_g2517	Cre03.g184550	g5254
g2997	JG24_g7027	Mal24_g2520	Cre03.g184651	g5252
g2996	JG24_g7028	Mal24_g2521	Cre03.g184700	g5251
g2994	JG24_g7030	Mal24_g2523	Cre03.g184800	g5249
g2989	JG24_g7037	Mal24_g2529	Cre03.g185050	g5245
g2988	JG24_g7038	Mal24_g2530	Cre03.g185100	g5244
g2987	JG24_g7039	Mal24_g2531	Cre03.g185150	g5243
g2986	JG24_g7040	Mal24_g2532	Cre03.g185200	g5242
g2985	JG24_g7041	Mal24_g2533	Cre03.g185250	g5241
g2984	JG24_g7042	Mal24_g2534	Cre03.g185300	g5240
g2979	JG24_g7047	Mal24_g2539	Cre03.g185550	g5232
g2978	JG24_g7048	Mal24_g2540	Cre03.g185600	g5231
g2977	JG24_g7049	Mal24_g2541	Cre03.g185650	g5230
g2975	JG24_g7051	Mal24_g2542	Cre03.g185750	g5228
g2973	JG24_g7053	Mal24_g2544	Cre03.g185850	g5226
g2971	JG24_g7055	Mal24_g2546	Cre03.g185950	g5224
g2970	JG24_g7056	Mal24_g2547	Cre03.g186000	g5223
g2969	JG24_g7057	Mal24_g2548	Cre03.g186050	g5222
g2968	JG24_g7058	Mal24_g2549	Cre03.g186100	g5221
g2967	JG24_g7059	Mal24_g2550	Cre03.g186150	g5220
g2966	JG24_g7060	Mal24_g2551	Cre03.g186200	g5219
g2964	JG24_g7062	Mal24_g2553	Cre03.g186300	g5217
g2962	JG24_g7064	Mal24_g2555	Cre03.g186400	g5215
g2961	JG24_g7065	Mal24_g2556	Cre03.g186450	g5214
g2952	JG24_g7075	Mal24_g2564	Cre03.g186900	g5203
g2951	JG24_g7076	Mal24_g2565	Cre03.g186950	g5202
g2947	JG24_g7080	Mal24_g2569	Cre03.g187150	g5198
g2946	JG24_g7081	Mal24_g2570	Cre03.g187200	g5197
g2945	JG24_g7082	Mal24_g2571	Cre03.g187250	g5196
g2941	JG24_g7087	Mal24_g2575	Cre03.g187450	g5192
g2939	JG24_g7089	Mal24_g2576	Cre03.g187500	g5191
g2936	JG24_g7092	Mal24_g2580	Cre03.g187650	g5189
g2930	JG24_g7097	Mal24_g2583	Cre03.g800348	g5184
g2927	JG24_g7102	Mal24_g2595	Cre03.g188200	g5180
g2926	JG24_g7103	Mal24_g2596	Cre03.g188250	g5179
g2925	JG24_g7104	Mal24_g2597	Cre03.g188300	g5178
