CINC	CREN	CSCH	MALA	JG05
	Cre16.g659250		Mal24_g14771	
	Cre16.g659200		Mal24_g14772	
	Cre16.g659150		Mal24_g14773	
	Cre16.g659100		Mal24_g14774	
	Cre16.g659050		Mal24_g14775	
	Cre16.g659000		Mal24_g14777	
	Cre16.g658950		Mal24_g14778	
	Cre16.g801909		Mal24_g14780	
	Cre16.g658850		Mal24_g14781	
	Cre16.g658800		Mal24_g14782	
	Cre16.g658750		Mal24_g14783	
	Cre16.g658725		Mal24_g14784	
	Cre16.g658700		Mal24_g14785	
	Cre16.g658650		Mal24_g14786	
	Cre16.g658600		Mal24_g14787	
	Cre16.g801906		Mal24_g14788	
	Cre16.g658400		Mal24_g14790	
	Cre16.g658350		Mal24_g14791	
	Cre16.g658300		Mal24_g14792	
	Cre16.g801904		Mal24_g14793	
	Cre16.g658075		Mal24_g14795	
	Cre16.g658000		Mal24_g14796	
	Cre16.g801900		Mal24_g14797	
	Cre16.g801899		Mal24_g14798	
	Cre16.g801898		Mal24_g14799	
	Cre16.g801897		Mal24_g14800	
	Cre12.g559550		Mal24_g14801	
	Cre16.g657950		Mal24_g14803	
	Cre16.g657900		Mal24_g14804	
	Cre16.g657850		Mal24_g14805	
	Cre16.g657800		Mal24_g14806	
	Cre16.g657750		Mal24_g14807	
	Cre16.g657700		Mal24_g14808	
	Cre16.g657650		Mal24_g14809	
	Cre16.g657600		Mal24_g14810	
	Cre16.g657550		Mal24_g14811	
	Cre16.g657500		Mal24_g14812	
	Cre16.g657450		Mal24_g14813	
	Cre16.g657350		Mal24_g14814	
	Cre16.g657300		Mal24_g14815	
	Cre16.g657250		Mal24_g14816	
	Cre16.g657150		Mal24_g14819	
	Cre16.g657100		Mal24_g14820	
	Cre16.g657050		Mal24_g14821	
	Cre16.g657000		Mal24_g14822	
	Cre16.g656950		Mal24_g14823	
	Cre16.g656900		Mal24_g14824	
	Cre16.g656851		Mal24_g14825	
	Cre16.g656800		Mal24_g14826	
	Cre16.g656750		Mal24_g14827	
	Cre16.g656700		Mal24_g14828	
	Cre16.g656650		Mal24_g14829	
	Cre16.g656600		Mal24_g14830	
	Cre16.g656551		Mal24_g14831	
	Cre16.g656500		Mal24_g14832	
	Cre16.g656400		Mal24_g14833	
	Cre16.g656350		Mal24_g14834	
	Cre02.g095102		Mal24_g14841	
	Cre02.g095103		Mal24_g14842	
	Cre08.g358100		Mal24_g14844	
	Cre02.g095105		Mal24_g14845	
	Cre02.g095106		Mal24_g14846	
	Cre02.g095107		Mal24_g14847	
	Cre02.g095110		Mal24_g14848	
	Cre02.g095111		Mal24_g14849	
	Cre02.g095113		Mal24_g14850	
	Cre02.g095115		Mal24_g14851	
	Cre02.g095116		Mal24_g14852	
	Cre02.g095121		Mal24_g14856	
	Cre02.g095122		Mal24_g14857	
	Cre02.g095123		Mal24_g14858	
	Cre02.g095124		Mal24_g14860	
	Cre02.g095125		Mal24_g14861	
	Cre02.g095126		Mal24_g14866	
	Cre02.g095127		Mal24_g14867	
	Cre02.g095128		Mal24_g14868	
	Cre02.g095129		Mal24_g14869	
	Cre02.g095130		Mal24_g14870	
	Cre02.g095133		Mal24_g14873	
	Cre02.g095134		Mal24_g14874	
	Cre02.g095135		Mal24_g14875	
	Cre02.g095136		Mal24_g14876	
	Cre02.g095137		Mal24_g14877	
	Cre02.g095138		Mal24_g14878	
	Cre02.g095139		Mal24_g14879	
	Cre02.g095141		Mal24_g14881	
	Cre06.g278186		Mal24_g14889	
	Cre02.g095144		Mal24_g14891	
	Cre02.g095145		Mal24_g14892	
	Cre02.g095146		Mal24_g14894	
	Cre02.g095147		Mal24_g14895	
	Cre02.g095148		Mal24_g14896	
	Cre02.g095149		Mal24_g14897	
	Cre02.g095151		Mal24_g14898	
	Cre11.g467719		Mal24_g14899	
	Cre11.g467720		Mal24_g14900	
	Cre11.g467721		Mal24_g14901	
	Cre11.g467722		Mal24_g14903	
	Cre11.g467723		Mal24_g14904	
	Cre11.g467724		Mal24_g14905	
	Cre11.g467725		Mal24_g14907	
	Cre11.g467726		Mal24_g14908	
	Cre12.g496900		Mal24_g14909	
	Cre11.g467735		Mal24_g14911	
	Cre11.g467736		Mal24_g14912	
	Cre11.g467738		Mal24_g14913	
	Cre11.g467739		Mal24_g14914	
	Cre11.g467740		Mal24_g14915	
	Cre11.g467741		Mal24_g14916	
	Cre11.g467742		Mal24_g14917	
	Cre11.g467743		Mal24_g14919	
	Cre11.g467745		Mal24_g14921	
	Cre11.g467746		Mal24_g14922	
	Cre11.g467747		Mal24_g14923	
	Cre11.g467749		Mal24_g14924	
	Cre11.g467751		Mal24_g14925	
	Cre11.g467752		Mal24_g14926	
	Cre11.g467753		Mal24_g14927	
	Cre11.g467754		Mal24_g14928	
	Cre11.g467755		Mal24_g14929	
	Cre11.g467757		Mal24_g14932	
	Cre11.g467758		Mal24_g14933	
	Cre11.g467759		Mal24_g14934	
	Cre11.g801289		Mal24_g14935	
	Cre11.g467761		Mal24_g14936	
	Cre11.g467766		Mal24_g14939	
	Cre11.g467767		Mal24_g14940	
	Cre11.g467768		Mal24_g14941	
	Cre11.g467769		Mal24_g14942	
	Cre11.g467770		Mal24_g14943	
	Cre11.g467772		Mal24_g14944	
	Cre11.g467773		Mal24_g14945	
	Cre11.g467774		Mal24_g14946	
	Cre11.g467776		Mal24_g14947	
	Cre11.g467778		Mal24_g14948	
	Cre11.g467779		Mal24_g14949	
	Cre11.g467780		Mal24_g14950	
	Cre11.g467781		Mal24_g14951	
	Cre11.g467784		Mal24_g14953	
	Cre11.g467785		Mal24_g14954	
	Cre11.g467786		Mal24_g14955	
	Cre11.g467792		Mal24_g14956	
	Cre11.g467793		Mal24_g14957	
	Cre11.g467795		Mal24_g14958	
	Cre11.g467350		Mal24_g14963	
	Cre11.g467400		Mal24_g14964	
	Cre11.g467450		Mal24_g14965	
	Cre11.g467500		Mal24_g14966	
	Cre11.g467550		Mal24_g14967	
	Cre11.g467600		Mal24_g14968	
	Cre11.g467700		Mal24_g14970	
	Cre11.g467750		Mal24_g14971	
	Cre11.g467800		Mal24_g14972	
	Cre11.g467850		Mal24_g14973	
	Cre11.g468150		Mal24_g14974	
	Cre11.g467950		Mal24_g14977	
	Cre11.g468000		Mal24_g14978	
	Cre11.g468050		Mal24_g14979	
	Cre11.g801276		Mal24_g14980	
	Cre11.g468200		Mal24_g14981	
	Cre11.g468250		Mal24_g14982	
	Cre11.g468300		Mal24_g14983	
	Cre11.g468350		Mal24_g14984	
	Cre11.g468353		Mal24_g14985	
	Cre11.g468356		Mal24_g14986	
	Cre11.g468359		Mal24_g14987	
	Cre08.g800960		Mal24_g14989	
	Cre11.g468362		Mal24_g14990	
	Cre11.g468377		Mal24_g14996	
	Cre11.g468380		Mal24_g14997	
	Cre11.g468383		Mal24_g14998	
	Cre11.g468400		Mal24_g14999	
	Cre11.g468450		Mal24_g15000	
	Cre11.g468500		Mal24_g15001	
	Cre11.g468550		Mal24_g15002	
	Cre11.g468600		Mal24_g15003	
	Cre11.g468700		Mal24_g15004	
	Cre11.g468750		Mal24_g15005	
	Cre11.g468800		Mal24_g15006	
	Cre11.g468850		Mal24_g15007	
	Cre11.g468900		Mal24_g15008	
	Cre11.g468950		Mal24_g15009	
	Cre11.g469000		Mal24_g15010	
	Cre11.g469033		Mal24_g15011	
	Cre11.g469100		Mal24_g15012	
	Cre11.g469150		Mal24_g15013	
	Cre11.g469224		Mal24_g15018	
	Cre11.g469300		Mal24_g15019	
	Cre11.g469350		Mal24_g15021	
	Cre11.g469400		Mal24_g15022	
	Cre11.g469450		Mal24_g15023	
	Cre11.g469500		Mal24_g15024	
	Cre11.g469600		Mal24_g15025	
	Cre11.g469800		Mal24_g15030	
	Cre11.g801257		Mal24_g15033	
	Cre11.g467712		Mal24_g15034	
	Cre11.g467711		Mal24_g15035	
	Cre11.g467708		Mal24_g15038	
	Cre11.g467707		Mal24_g15039	
	Cre11.g467706		Mal24_g15040	
	Cre11.g467705		Mal24_g15041	
	Cre11.g467690		Mal24_g15043	
	Cre11.g467691		Mal24_g15044	
	Cre11.g467692		Mal24_g15045	
	Cre11.g467693		Mal24_g15047	
	Cre11.g467696		Mal24_g15048	
	Cre11.g467699		Mal24_g15049	
	Cre11.g467701		Mal24_g15060	
	Cre11.g467702		Mal24_g15061	
	Cre11.g467704		Mal24_g15062	
	Cre11.g467689		Mal24_g15065	
	Cre11.g467688		Mal24_g15066	
	Cre11.g467687		Mal24_g15067	
	Cre01.g032900		Mal24_g15070	
	Cre11.g467684		Mal24_g15071	
	Cre11.g467683		Mal24_g15072	
	Cre11.g467682		Mal24_g15073	
	Cre11.g467681		Mal24_g15074	
	Cre11.g467680		Mal24_g15075	
	Cre11.g467679		Mal24_g15076	
	Cre11.g467677		Mal24_g15078	
	Cre11.g467675		Mal24_g15083	
	Cre11.g467674		Mal24_g15084	
	Cre11.g467673		Mal24_g15085	
	Cre11.g467672		Mal24_g15086	
	Cre11.g467671		Mal24_g15087	
	Cre11.g467670		Mal24_g15088	
	Cre11.g467665		Mal24_g15089	
	Cre11.g467666		Mal24_g15090	
	Cre11.g467667		Mal24_g15091	
	Cre11.g467668		Mal24_g15092	
	Cre11.g467669		Mal24_g15093	
	Cre11.g467663		Mal24_g15094	
	Cre11.g467660		Mal24_g15095	
	Cre11.g467659		Mal24_g15096	
	Cre11.g467661		Mal24_g15098	
	Cre11.g467657		Mal24_g15099	
	Cre11.g467656		Mal24_g15100	
	Cre11.g467655		Mal24_g15101	
	Cre11.g467654		Mal24_g15102	
	Cre11.g467653		Mal24_g15103	
	Cre11.g467652		Mal24_g15104	
	Cre11.g467651		Mal24_g15106	
	Cre11.g467649		Mal24_g15107	
	Cre11.g467648		Mal24_g15109	
	Cre11.g467647		Mal24_g15110	
	Cre11.g467644		Mal24_g15111	
	Cre11.g467643		Mal24_g15112	
	Cre11.g467642		Mal24_g15113	
	Cre11.g467641		Mal24_g15115	
	Cre11.g467640		Mal24_g15116	
	Cre11.g467639		Mal24_g15117	
	Cre11.g467637		Mal24_g15118	
	Cre11.g467636		Mal24_g15119	
	Cre11.g467635		Mal24_g15123	
	Cre11.g467634		Mal24_g15124	
	Cre11.g467633		Mal24_g15125	
	Cre11.g467631		Mal24_g15126	
	Cre11.g467630		Mal24_g15127	
	Cre11.g467629		Mal24_g15128	
	Cre11.g467626		Mal24_g15129	
	Cre11.g467624		Mal24_g15130	
	Cre11.g467623		Mal24_g15131	
	Cre11.g467622		Mal24_g15137	
	Cre11.g467620		Mal24_g15138	
	Cre11.g467619		Mal24_g15139	
	Cre11.g467617		Mal24_g15149	
	Cre11.g467616		Mal24_g15150	
	Cre11.g467615		Mal24_g15151	
	Cre11.g467613		Mal24_g15152	
	Cre11.g467612		Mal24_g15153	
	Cre11.g467611		Mal24_g15155	
	Cre11.g467610		Mal24_g15156	
	Cre11.g467609		Mal24_g15157	
	Cre11.g467608		Mal24_g15158	
	Cre11.g467605		Mal24_g15159	
	Cre11.g467604		Mal24_g15160	
	Cre11.g467598		Mal24_g15164	
	Cre11.g467597		Mal24_g15165	
	Cre11.g467596		Mal24_g15167	
	Cre11.g467593		Mal24_g15172	
	Cre11.g467592		Mal24_g15173	
	Cre11.g467591		Mal24_g15174	
	Cre11.g467590		Mal24_g15175	
	Cre11.g467582		Mal24_g15176	
	Cre11.g467581		Mal24_g15177	
	Cre11.g467580		Mal24_g15178	
	Cre11.g467578		Mal24_g15179	
	Cre11.g467577		Mal24_g15180	
	Cre11.g467576		Mal24_g15181	
	Cre11.g467575		Mal24_g15183	
	Cre11.g467574		Mal24_g15184	
	Cre11.g467573		Mal24_g15185	
	Cre11.g467569		Mal24_g15186	
	Cre11.g467568		Mal24_g15187	
	Cre11.g467567		Mal24_g15188	
	Cre11.g467566		Mal24_g15189	
	Cre11.g467565		Mal24_g15190	
	Cre11.g467564		Mal24_g15191	
	Cre11.g467563		Mal24_g15192	
	Cre11.g467562		Mal24_g15193	
	Cre11.g467561		Mal24_g15194	
	Cre11.g467560		Mal24_g15195	
	Cre11.g467559		Mal24_g15198	
	Cre11.g467552		Mal24_g15201	
	Cre11.g467553		Mal24_g15202	
	Cre11.g467554		Mal24_g15203	
	Cre16.g801970		Mal24_g15204	
	Cre11.g467555		Mal24_g15205	
	Cre11.g467556		Mal24_g15206	
	Cre11.g467557		Mal24_g15207	
	Cre11.g467549		Mal24_g15211	
	Cre11.g467548		Mal24_g15212	
	Cre11.g467547		Mal24_g15213	
	Cre11.g467546		Mal24_g15214	
	Cre11.g467544		Mal24_g15215	
	Cre11.g467543		Mal24_g15216	
	Cre11.g467542		Mal24_g15217	
	Cre11.g467541		Mal24_g15218	
	Cre11.g467540		Mal24_g15219	
	Cre11.g467539		Mal24_g15220	
	Cre11.g467538		Mal24_g15221	
	Cre11.g467537		Mal24_g15222	
	Cre11.g467536		Mal24_g15223	
	Cre11.g467535		Mal24_g15224	
	Cre04.g226100		Mal24_g15225	
	Cre11.g467531		Mal24_g15226	
	Cre11.g467530		Mal24_g15227	
	Cre11.g467529		Mal24_g15229	
	Cre11.g467528		Mal24_g15230	
	Cre11.g467527		Mal24_g15231	
	Cre11.g467526		Mal24_g15232	
	Cre11.g467525		Mal24_g15233	
	Cre11.g467524		Mal24_g15234	
	Cre15.g801669		Mal24_g15236	
	Cre01.g003700		Mal24_g15237	
	Cre01.g003550		Mal24_g15238	
	Cre01.g010201		Mal24_g15242	
	Cre01.g800006		Mal24_g15244	
	Cre01.g003524		Mal24_g15245	
	Cre01.g003516		Mal24_g15246	
	Cre01.g003500		Mal24_g15247	
	Cre01.g003487		Mal24_g15248	
	Cre01.g003475		Mal24_g15249	
	Cre01.g003463		Mal24_g15250	
	Cre01.g003450		Mal24_g15258	
	Cre01.g003376		Mal24_g15259	
	Cre01.g003200		Mal24_g15261	
	Cre01.g003150		Mal24_g15262	
	Cre01.g003100		Mal24_g15263	
	Cre01.g003000		Mal24_g15267	
	Cre01.g002950		Mal24_g15269	
	Cre01.g002900		Mal24_g15270	
	Cre01.g002787		Mal24_g15272	
	Cre01.g002750		Mal24_g15274	
	Cre01.g002600		Mal24_g15277	
	Cre01.g002550		Mal24_g15278	
	Cre01.g002500		Mal24_g15279	
	Cre16.g688633		Mal24_g15281	
	Cre01.g002400		Mal24_g15283	
	Cre01.g002350		Mal24_g15285	
	Cre01.g002300		Mal24_g15286	
	Cre01.g002250		Mal24_g15287	
	Cre01.g002201		Mal24_g15290	
	Cre01.g002200		Mal24_g15292	
	Cre01.g002150		Mal24_g15293	
	Cre01.g002050		Mal24_g15294	
	Cre01.g001983		Mal24_g15295	
	Cre01.g001950		Mal24_g15296	
	Cre01.g001800		Mal24_g15298	
	Cre01.g001750		Mal24_g15299	
	Cre01.g001700		Mal24_g15300	
	Cre01.g001678		Mal24_g15301	
	Cre01.g001664		Mal24_g15302	
	Cre01.g800000		Mal24_g15304	
	Cre01.g001657		Mal24_g15305	
	Cre01.g001650		Mal24_g15306	
	Cre01.g001550		Mal24_g15310	
	Cre01.g001501		Mal24_g15311	
	Cre01.g001450		Mal24_g15313	
	Cre01.g001400		Mal24_g15314	
	Cre01.g001350		Mal24_g15315	
	Cre01.g001300		Mal24_g15316	
	Cre01.g001250		Mal24_g15317	
	Cre01.g001200		Mal24_g15318	
	Cre01.g001100		Mal24_g15319	
	Cre08.g382689		Mal24_g15320	
	Cre01.g001000		Mal24_g15321	
	Cre01.g000950		Mal24_g15322	
	Cre01.g000900		Mal24_g15323	
	Cre01.g000850		Mal24_g15324	
	Cre01.g000750		Mal24_g15325	
	Cre01.g000700		Mal24_g15326	
	Cre01.g000650		Mal24_g15327	
	Cre01.g000600		Mal24_g15328	
	Cre07.g325757		Mal24_g15329	
	Cre01.g000550		Mal24_g15330	
	Cre01.g000450		Mal24_g15332	
	Cre01.g000400		Mal24_g15333	
	Cre01.g000300		Mal24_g15334	
	Cre01.g000250		Mal24_g15335	
	Cre01.g000200		Mal24_g15336	
	Cre01.g000150		Mal24_g15337	
	Cre01.g000100		Mal24_g15338	
	Cre15.g801773		Mal24_g15359	
	Cre09.g401293		Mal24_g15364	
	Cre09.g401330		Mal24_g15365	
	Cre09.g401367		Mal24_g15367	
	Cre09.g401478		Mal24_g15368	
	Cre09.g401515		Mal24_g15369	
	Cre09.g408400		Mal24_g15372	
	Cre09.g401552		Mal24_g15373	
	Cre09.g401663		Mal24_g15374	
	Cre09.g401701		Mal24_g15375	
	Cre09.g401738		Mal24_g15376	
	Cre09.g401886		Mal24_g15377	
	Cre09.g401923		Mal24_g15378	
	Cre09.g401960		Mal24_g15380	
	Cre09.g401997		Mal24_g15381	
	Cre09.g402034		Mal24_g15382	
	Cre04.g223650		Mal24_g15386	
	Cre09.g402108		Mal24_g15388	
	Cre09.g402145		Mal24_g15389	
	Cre09.g402182		Mal24_g15390	
	Cre09.g402256		Mal24_g15392	
	Cre09.g402330		Mal24_g15393	
	Cre09.g402367		Mal24_g15394	
	Cre09.g402404		Mal24_g15395	
	Cre09.g402441		Mal24_g15396	
	Cre09.g402478		Mal24_g15398	
	Cre09.g402515		Mal24_g15399	
	Cre09.g402552		Mal24_g15402	
	Cre09.g402589		Mal24_g15403	
	Cre09.g402775		Mal24_g15404	
	Cre09.g402812		Mal24_g15405	
	Cre09.g402849		Mal24_g15406	
	Cre09.g402923		Mal24_g15407	
	Cre09.g402997		Mal24_g15408	
	Cre09.g403034		Mal24_g15409	
	Cre09.g403108		Mal24_g15415	
	Cre09.g403145		Mal24_g15417	
	Cre09.g403219		Mal24_g15419	
	Cre09.g403182		Mal24_g15420	
	Cre12.g527918		Mal24_g15421	
	Cre09.g403293		Mal24_g15422	
	Cre09.g405150		Mal24_g15423	
	Cre09.g405200		Mal24_g15424	
	Cre09.g405250		Mal24_g15425	
	Cre09.g405300		Mal24_g15426	
	Cre09.g405350		Mal24_g15427	
	Cre09.g405400		Mal24_g15428	
	Cre09.g405450		Mal24_g15429	
	Cre09.g405500		Mal24_g15430	
	Cre09.g405550		Mal24_g15432	
	Cre09.g405600		Mal24_g15433	
	Cre09.g405650		Mal24_g15434	
	Cre09.g405701		Mal24_g15435	
	Cre09.g405750		Mal24_g15436	
	Cre09.g405800		Mal24_g15445	
	Cre09.g405850		Mal24_g15446	
	Cre09.g405900		Mal24_g15447	
	Cre09.g405950		Mal24_g15448	
	Cre09.g406000		Mal24_g15450	
	Cre09.g406050		Mal24_g15451	
	Cre09.g406150		Mal24_g15453	
	Cre09.g406200		Mal24_g15454	
	Cre09.g406300		Mal24_g15455	
	Cre09.g406350		Mal24_g15457	
	Cre09.g406400		Mal24_g15460	
	Cre09.g406416		Mal24_g15461	
	Cre09.g406500		Mal24_g15467	
	Cre09.g406550		Mal24_g15468	
	Cre09.g406600		Mal24_g15469	
	Cre09.g406650		Mal24_g15470	
	Cre09.g406700		Mal24_g15471	
	Cre09.g801068		Mal24_g15475	
	Cre09.g406800		Mal24_g15476	
	Cre09.g406851		Mal24_g15481	
	Cre09.g406900		Mal24_g15482	
	Cre09.g406950		Mal24_g15483	
	Cre09.g801069		Mal24_g15484	
	Cre09.g407050		Mal24_g15485	
	Cre09.g407100		Mal24_g15486	
	Cre09.g407110		Mal24_g15487	
	Cre09.g407150		Mal24_g15492	
	Cre09.g407200		Mal24_g15493	
	Cre09.g407250		Mal24_g15494	
	Cre09.g407300		Mal24_g15495	
	Cre09.g407350		Mal24_g15496	
	Cre09.g407400		Mal24_g15497	
	Cre09.g407450		Mal24_g15498	
	Cre09.g407501		Mal24_g15504	
	Cre09.g407550		Mal24_g15505	
	Cre09.g407600		Mal24_g15506	
	Cre09.g407650		Mal24_g15507	
	Cre09.g407700		Mal24_g15508	
	Cre09.g407750		Mal24_g15509	
	Cre09.g407801		Mal24_g15510	
	Cre09.g407850		Mal24_g15511	
	Cre09.g407900		Mal24_g15512	
	Cre09.g407950		Mal24_g15513	
	Cre09.g408000		Mal24_g15514	
	Cre09.g408051		Mal24_g15517	
	Cre09.g408100		Mal24_g15518	
	Cre09.g408150		Mal24_g15519	
	Cre09.g408200		Mal24_g15520	
	Cre09.g408250		Mal24_g15521	
	Cre09.g408300		Mal24_g15522	
	Cre09.g408428		Mal24_g15523	
	Cre09.g408464		Mal24_g15524	
	Cre09.g408600		Mal24_g15531	
	Cre09.g408650		Mal24_g15532	
	Cre09.g408500		Mal24_g15533	
	Cre09.g408550		Mal24_g15534	
	Cre09.g408700		Mal24_g15535	
	Cre09.g408750		Mal24_g15536	
	Cre09.g409000		Mal24_g15537	
	Cre09.g408800		Mal24_g15538	
	Cre09.g408851		Mal24_g15539	
	Cre09.g408900		Mal24_g15541	
	Cre09.g801072		Mal24_g15542	
	Cre08.g373450		Mal24_g15545	
	Cre08.g373500		Mal24_g15546	
	Cre08.g373550		Mal24_g15547	
	Cre08.g373583		Mal24_g15548	
	Cre08.g373650		Mal24_g15549	
	Cre08.g373688		Mal24_g15550	
	Cre08.g373878		Mal24_g15551	
	Cre08.g800935		Mal24_g15552	
	Cre08.g374000		Mal24_g15553	
	Cre08.g374050		Mal24_g15554	
	Cre08.g374100		Mal24_g15555	
	Cre08.g374150		Mal24_g15556	
	Cre08.g374200		Mal24_g15557	
	Cre08.g374250		Mal24_g15558	
	Cre08.g374300		Mal24_g15559	
	Cre08.g374350		Mal24_g15560	
	Cre08.g374400		Mal24_g15561	
	Cre08.g374450		Mal24_g15562	
	Cre08.g374650		Mal24_g15564	
	Cre08.g374700		Mal24_g15565	
	Cre08.g374750		Mal24_g15568	
	Cre08.g374800		Mal24_g15569	
	Cre04.g212200		Mal24_g15570	
	Cre08.g377200		Mal24_g15571	
	Cre08.g377150		Mal24_g15573	
	Cre08.g377100		Mal24_g15574	
	Cre08.g377050		Mal24_g15575	
	Cre08.g377000		Mal24_g15576	
	Cre08.g376950		Mal24_g15577	
	Cre08.g376900		Mal24_g15578	
	Cre08.g376850		Mal24_g15579	
	Cre08.g376800		Mal24_g15580	
	Cre08.g376740		Mal24_g15581	
	Cre08.g376700		Mal24_g15582	
	Cre16.g658150		Mal24_g15583	
	Cre33.g758997		Mal24_g15584	
	Cre08.g376450		Mal24_g15585	
	Cre08.g376400		Mal24_g15586	
	Cre08.g376350		Mal24_g15587	
	Cre08.g376300		Mal24_g15588	
	Cre08.g376200		Mal24_g15589	
	Cre08.g376150		Mal24_g15590	
	Cre08.g376100		Mal24_g15591	
	Cre08.g800940		Mal24_g15592	
	Cre08.g376000		Mal24_g15593	
	Cre08.g375950		Mal24_g15594	
	Cre08.g375900		Mal24_g15595	
	Cre08.g375850		Mal24_g15597	
	Cre08.g375801		Mal24_g15600	
	Cre08.g375800		Mal24_g15601	
	Cre08.g375650		Mal24_g15602	
	Cre08.g375600		Mal24_g15603	
	Cre08.g375550		Mal24_g15604	
	Cre08.g375500		Mal24_g15605	
	Cre08.g375450		Mal24_g15606	
	Cre08.g375400		Mal24_g15607	
	Cre08.g375350		Mal24_g15608	
	Cre08.g375301		Mal24_g15609	
	Cre08.g375250		Mal24_g15610	
	Cre08.g375200		Mal24_g15611	
	Cre08.g375150		Mal24_g15612	
	Cre08.g375084		Mal24_g15613	
	Cre08.g800937		Mal24_g15615	
	Cre08.g375050		Mal24_g15616	
	Cre08.g375000		Mal24_g15617	
	Cre08.g374900		Mal24_g15619	
	Cre08.g377300		Mal24_g15620	
	Cre08.g377350		Mal24_g15621	
	Cre08.g377750		Mal24_g15622	
	Cre08.g377700		Mal24_g15623	
	Cre08.g377600		Mal24_g15624	
	Cre08.g377550		Mal24_g15625	
	Cre08.g377500		Mal24_g15626	
	Cre08.g377450		Mal24_g15627	
	Cre08.g377850		Mal24_g15631	
	Cre08.g377900		Mal24_g15632	
	Cre08.g377950		Mal24_g15633	
	Cre08.g378000		Mal24_g15634	
	Cre08.g378050		Mal24_g15635	
	Cre08.g378100		Mal24_g15636	
	Cre08.g378150		Mal24_g15637	
	Cre08.g378200		Mal24_g15639	
	Cre08.g378250		Mal24_g15640	
	Cre08.g378300		Mal24_g15641	
	Cre08.g378450		Mal24_g15645	
	Cre08.g378500		Mal24_g15646	
	Cre08.g378550		Mal24_g15647	
	Cre08.g378601		Mal24_g15648	
	Cre08.g378650		Mal24_g15649	
	Cre08.g378750		Mal24_g15651	
	Cre08.g378800		Mal24_g15652	
	Cre08.g378850		Mal24_g15653	
	Cre08.g378900		Mal24_g15654	
	Cre08.g378950		Mal24_g15655	
	Cre08.g379000		Mal24_g15656	
	Cre08.g379050		Mal24_g15657	
	Cre08.g800947		Mal24_g15658	
	Cre08.g379200		Mal24_g15659	
	Cre08.g379300		Mal24_g15660	
	Cre08.g379350		Mal24_g15661	
	Cre08.g379400		Mal24_g15662	
	Cre08.g379450		Mal24_g15663	
	Cre08.g379500		Mal24_g15664	
	Cre08.g379550		Mal24_g15665	
	Cre08.g379600		Mal24_g15666	
	Cre08.g379650		Mal24_g15667	
	Cre08.g379700		Mal24_g15668	
	Cre08.g379750		Mal24_g15669	
	Cre08.g379800		Mal24_g15671	
	Cre08.g379850		Mal24_g15672	
	Cre08.g800948		Mal24_g15673	
	Cre08.g379950		Mal24_g15675	
	Cre08.g380000		Mal24_g15676	
	Cre08.g380151		Mal24_g15677	
	Cre08.g380201		Mal24_g15678	
	Cre08.g380250		Mal24_g15679	
	Cre08.g380300		Mal24_g15680	
	Cre08.g380350		Mal24_g15681	
	Cre08.g380400		Mal24_g15682	
	Cre08.g380550		Mal24_g15685	
	Cre08.g380600		Mal24_g15686	
	Cre08.g380650		Mal24_g15687	
	Cre08.g380950		Mal24_g15689	
	Cre08.g381000		Mal24_g15691	
	Cre08.g381450		Mal24_g15695	
	Cre08.g381483		Mal24_g15696	
	Cre08.g381516		Mal24_g15697	
	Cre08.g381550		Mal24_g15698	
	Cre08.g381650		Mal24_g15699	
	Cre08.g381702		Mal24_g15701	
	Cre08.g381800		Mal24_g15702	
	Cre08.g381850		Mal24_g15703	
	Cre08.g381900		Mal24_g15704	
	Cre08.g381950		Mal24_g15705	
	Cre16.g651200		Mal24_g15707	
	Cre08.g382050		Mal24_g15709	
	Cre08.g382100		Mal24_g15710	
	Cre08.g382150		Mal24_g15711	
	Cre08.g382200		Mal24_g15712	
	Cre08.g382250		Mal24_g15713	
	Cre08.g382300		Mal24_g15714	
	Cre08.g382350		Mal24_g15716	
	Cre08.g382400		Mal24_g15717	
	Cre08.g382450		Mal24_g15718	
	Cre08.g382500		Mal24_g15719	
	Cre08.g382515		Mal24_g15720	
	Cre08.g382545		Mal24_g15722	
	Cre08.g382560		Mal24_g15723	
	Cre08.g382575		Mal24_g15724	
	Cre08.g383950		Mal24_g15725	
	Cre08.g382590		Mal24_g15726	
	Cre08.g800955		Mal24_g15727	
	Cre08.g382650		Mal24_g15728	
	Cre08.g382750		Mal24_g15729	
	Cre08.g382800		Mal24_g15730	
	Cre08.g382850		Mal24_g15732	
	Cre08.g382900		Mal24_g15733	
	Cre08.g382950		Mal24_g15734	
	Cre08.g383000		Mal24_g15736	
	Cre08.g383050		Mal24_g15737	
	Cre08.g383101		Mal24_g15738	
	Cre08.g383150		Mal24_g15745	
	Cre08.g383200		Mal24_g15746	
	Cre08.g383250		Mal24_g15747	
	Cre08.g383300		Mal24_g15748	
	Cre01.g002227		Mal24_g15749	
	Cre08.g383450		Mal24_g15751	
	Cre08.g383500		Mal24_g15752	
	Cre08.g383550		Mal24_g15753	
	Cre08.g383600		Mal24_g15755	
	Cre08.g383650		Mal24_g15756	
	Cre08.g383702		Mal24_g15757	
	Cre04.g219796		Mal24_g15761	
	Cre08.g383800		Mal24_g15762	
	Cre08.g384000		Mal24_g15766	
	Cre08.g384150		Mal24_g15768	
	Cre08.g384200		Mal24_g15769	
