	CREN	CINC	CSCH	JG05	MALA
3700	Cre03.g199100	g2651	g8872	JG24_g1337	Mal24_g2888
3701	Cre03.g199150	g2652	g8873	JG24_g1338	Mal24_g2889
3702	Cre03.g199200	g2653		JG24_g1339	Mal24_g2890
3703	Cre03.g199250	g2654		JG24_g1341	Mal24_g2891
3704	Cre03.g199300	g2656	g8878	JG24_g1343	Mal24_g2898
3705	Cre03.g199311	g2515	g2138	JG24_g1433	Mal24_g16769
3706	Cre03.g199400	g2658	g8880	JG24_g1348	Mal24_g2900
3707	Cre03.g199423	g2516	g2139	JG24_g1432	Mal24_g16770
3708	Cre03.g199450	g2659	g8881	JG24_g1349	Mal24_g2901
3709	Cre03.g199500	g2660	g8882	JG24_g1350	Mal24_g2902
3710	Cre03.g199535	g2517	g2140	JG24_g1431	Mal24_g16771
3711	Cre03.g199550	g2661	g8883	JG24_g1351	
3712	Cre03.g199600	g2662	g8884	JG24_g1352	Mal24_g2904
3713	Cre03.g199647	g2519	g2143	JG24_g1430	Mal24_g16772
3714	Cre03.g199650	g2663	g8885	JG24_g1353	Mal24_g2905
3715	Cre03.g199700	g2664	g8886	JG24_g1354	Mal24_g12467
3716	Cre03.g199700	g2664	g8886	JG24_g1354	Mal24_g2906
3717	Cre03.g199750	g2665	g8887	JG24_g1355	Mal24_g2907
3718	Cre03.g199759	g2520	g2144	JG24_g1429	Mal24_g16773
3719	Cre03.g199800	g2666	g8888	JG24_g1356	Mal24_g2908
3720	Cre03.g199850	g2667		JG24_g1359	
3721	Cre03.g199871	g2521	g2145	JG24_g1428	Mal24_g16774
3722	Cre03.g199900	g2668	g8890	JG24_g1360	
3723	Cre03.g199950		g8891	JG24_g1361	Mal24_g2910
3724	Cre03.g199983	g2522	g2146	JG24_g1427	Mal24_g16775
3725	Cre03.g200000	g2670	g8892	JG24_g1362	Mal24_g2911
3726	Cre03.g200050	g2671	g8893	JG24_g1363	Mal24_g2912
3727	Cre03.g200095	g2523			Mal24_g16776
3728	Cre03.g200100	g2672	g8894	JG24_g1364	Mal24_g2913
3729	Cre03.g200150	g2673	g8895	JG24_g1365	
3730	Cre03.g200200	g2674	g8896	JG24_g1366	Mal24_g2914
3731	Cre03.g200207	g2524	g2147		Mal24_g16777
3732	Cre03.g200250	g2675	g8897	JG24_g7510	Mal24_g2915
3733	Cre03.g200319	g2526	g2151	JG24_g1424	Mal24_g16779
3734	Cre03.g200350	g2678	g8899	JG24_g7508	Mal24_g2917
3735	Cre03.g200351	g2676			
3736	Cre03.g200400	g2682	g8900	JG24_g7507	Mal24_g2918
3737	Cre03.g200400	g2682	g8900	JG24_g7507	Mal24_g2918
3738	Cre03.g200431	g2527	g2152	JG24_g1423	Mal24_g16780
3739	Cre03.g200450	g2683			Mal24_g13380
3740	Cre03.g200500	g2684	g8902	JG24_g7505	Mal24_g2920
3741	Cre03.g200543	g2528	g2153	JG24_g1422	Mal24_g16781
3742	Cre03.g200550	g2685	g8903	JG24_g7504	Mal24_g2921
3743	Cre03.g200600		g8905	JG24_g7500	Mal24_g2922
3744	Cre03.g200650	g2687	g8907	JG24_g7498	Mal24_g2924
3745	Cre03.g200651		g8906	JG24_g7499	
3746	Cre03.g200655	g2530	g4402	JG24_g1420	Mal24_g16782
3747	Cre03.g200700	g2688	g8908	JG24_g7497	Mal24_g2925
3748	Cre03.g200750	g2689	g8909	JG24_g6462	Mal24_g2926
3749	Cre03.g200750	g2689	g8909	JG24_g7496	Mal24_g2926
3750	Cre03.g200767	g2531	g4401	JG24_g1419	Mal24_g16783
3751	Cre03.g200800	g2692	g8911	JG24_g7494	Mal24_g2928
3752	Cre03.g200850	g2693	g8912	JG24_g7492	Mal24_g7300
3753	Cre03.g200879	g2532	g4400		
3754	Cre03.g200900	g2694	g8913	JG24_g7491	Mal24_g2929
3755	Cre03.g200950			JG24_g7490	Mal24_g2930
3756	Cre03.g200991	g2533	g4399	JG24_g8520	
3757	Cre03.g201000	g2695	g8915	JG24_g7489	Mal24_g2931
3758	Cre03.g201050	g2697	g8916		
3759	Cre03.g201100	g2698	g8917	JG24_g7487	Mal24_g2933
3760	Cre03.g201103		g4398	JG24_g1417	
3761	Cre03.g201150	g2699	g8918	JG24_g7486	
3762	Cre03.g201200	g2700	g8919	JG24_g7485	Mal24_g2935
3763	Cre03.g201250	g2701	g8920	JG24_g7484	Mal24_g2936
3764	Cre03.g201300	g2702	g8921	JG24_g7483	Mal24_g2937
3765	Cre03.g201301		g8922	JG24_g7482	Mal24_g2938
3766	Cre03.g201327	g2535	g7467	JG24_g1415	Mal24_g16787
3767	Cre03.g201332		g8923	JG24_g7481	
3768	Cre03.g201350		g8924	JG24_g7480	
3769	Cre03.g201400	g2705	g8925	JG24_g7479	Mal24_g2940
3770	Cre03.g201439		g7466	JG24_g1414	Mal24_g16788
3771	Cre03.g201450	g2706	g8926	JG24_g7478	Mal24_g2946
3772	Cre03.g201500	g2707	g8927	JG24_g7477	Mal24_g2947
3773	Cre03.g201550	g2709	g8929		Mal24_g16984
3774	Cre03.g201552	g2537	g7465	JG24_g1413	Mal24_g16789
3775	Cre03.g201600	g2710	g8930	JG24_g7475	Mal24_g16982
3776	Cre03.g201650	g2711	g8931	JG24_g7474	Mal24_g16981
3777	Cre03.g201664	g2541	g7464	JG24_g1409	Mal24_g16791
3778	Cre03.g201700	g2712	g8932	JG24_g7473	Mal24_g16980
3779	Cre03.g201750		g8933	JG24_g7472	Mal24_g16979
3780	Cre03.g201776	g2542	g7463	JG24_g1408	Mal24_g16792
3781	Cre03.g201850	g2715		JG24_g7470	Mal24_g16977
3782	Cre03.g201851	g2714	g8934		Mal24_g16978
3783	Cre03.g201900	g2719	g8936	JG24_g7467	Mal24_g16972
3784	Cre03.g201950	g2720	g8937	JG24_g7466	Mal24_g16971
3785	Cre03.g202000	g2721	g8938	JG24_g7465	Mal24_g16970
3786	Cre03.g202001	g2543		JG24_g1405	Mal24_g16793
3787	Cre03.g202100	g2722	g8939		
3788	Cre03.g202113	g2544	g10275	JG24_g1404	Mal24_g16794
3789	Cre03.g202150	g2723	g8940		
3790	Cre03.g202200			JG24_g7462	
3791	Cre03.g202250	g2725	g8942	JG24_g7461	Mal24_g16965
3792	Cre03.g202300	g2726	g8943	JG24_g7460	Mal24_g16964
3793	Cre03.g202337	g2547	g10273	JG24_g1403	Mal24_g16797
3794	Cre03.g202350	g2727	g8945	JG24_g7458	Mal24_g16962
3795	Cre03.g202400	g2728	g8946	JG24_g7457	Mal24_g16961
3796	Cre03.g202449	g2548		JG24_g1402	Mal24_g16798
3797	Cre03.g202450	g2729	g8947	JG24_g7456	Mal24_g16960
3798	Cre03.g202500	g2731	g8950	JG24_g7453	Mal24_g16957
3799	Cre03.g202550	g2732	g8951	JG24_g7452	Mal24_g16954
3800	Cre03.g202561	g2549	g4891	JG24_g1401	Mal24_g16799
3801	Cre03.g202600	g2733	g8952	JG24_g7451	Mal24_g16953
3802	Cre03.g202673	g15868	g13753	JG24_g11373	Mal24_g17021
3803	Cre03.g202700	g2734	g8953	JG24_g7450	Mal24_g16952
3804	Cre03.g202750			JG24_g7449	Mal24_g16951
3805	Cre03.g202875		g8956	JG24_g7446	
3806	Cre03.g202897	g2550	g4892	JG24_g1400	Mal24_g16800
3807	Cre03.g202900		g8957	JG24_g7445	
3808	Cre03.g202950	g2743	g8958	JG24_g7444	Mal24_g16946
3809	Cre03.g203000		g8959	JG24_g7443	
3810	Cre03.g203009	g2551	g4893	JG24_g1399	
3811	Cre03.g203050		g8960	JG24_g7442	Mal24_g16944
3812	Cre03.g203100	g2746			Mal24_g16942
3813	Cre03.g203121	g2552	g4894	JG24_g1398	Mal24_g16802
3814	Cre03.g203150	g2747	g8962		Mal24_g16941
3815	Cre03.g203200	g2748			
3816	Cre03.g203233			JG24_g1397	Mal24_g16803
3817	Cre03.g203250	g2749	g8964		
3818	Cre03.g203300	g2750	g8965	JG24_g7436	
3819	Cre03.g203300	g2750	g8966	JG24_g7436	
3820	Cre03.g203345			JG24_g1396	
3821	Cre03.g203350	g2751		JG24_g7435	Mal24_g16939
3822	Cre03.g203351	g2752			
3823	Cre03.g203450	g2754	g8969	JG24_g7432	Mal24_g16936
3824	Cre03.g203451	g2753	g8968	JG24_g7433	Mal24_g16937
3825	Cre03.g203457	g2555	g4897	JG24_g1395	Mal24_g16805
3826	Cre03.g203500	g2756	g8970	JG24_g7431	Mal24_g16935
3827	Cre03.g203550	g2757	g8971	JG24_g7430	Mal24_g16933
3828	Cre03.g203569	g2556		JG24_g1394	Mal24_g16806
3829	Cre03.g203600	g2758	g8972	JG24_g7429	Mal24_g16932
3830	Cre03.g203650	g2759	g8973		
3831	Cre03.g203700	g2760	g8974	JG24_g7423	Mal24_g16930
3832	Cre03.g203730	g2761	g8975	JG24_g7424	Mal24_g16929
3833	Cre03.g203750	g2762	g8976	JG24_g7425	Mal24_g16928
3834	Cre03.g203793	g2559	g4901	JG24_g1391	Mal24_g16809
3835	Cre03.g203800	g2763	g8977	JG24_g7426	Mal24_g16927
3836	Cre03.g203850	g2764	g8978	JG24_g7427	Mal24_g16926
3837	Cre03.g203900			JG24_g7405	
3838	Cre03.g203950	g2766	g8980	JG24_g7421	Mal24_g16924
3839	Cre03.g204000		g8981	JG24_g7420	Mal24_g16923
3840	Cre03.g204017	g2560		JG24_g1390	
3841	Cre03.g204050	g2768	g8982	JG24_g7419	Mal24_g16922
3842	Cre03.g204100	g2769	g8984	JG24_g7416	Mal24_g16921
3843	Cre03.g204129	g14198		JG24_g4506	Mal24_g7389
3844	Cre03.g204150	g2770	g8985	JG24_g7415	Mal24_g16920
3845	Cre03.g204200	g2771	g8986	JG24_g7414	Mal24_g16919
3846	Cre03.g204250	g2773	g8987	JG24_g7413	Mal24_g16918
3847	Cre03.g204300	g2774	g8988	JG24_g7412	Mal24_g16917
3848	Cre03.g204350	g2775	g8989	JG24_g7411	Mal24_g16916
3849	Cre03.g204353		g4905	JG24_g1385	Mal24_g16816
3850	Cre03.g204400	g2776	g8990	JG24_g7410	Mal24_g16915
3851	Cre03.g204450			JG24_g7409	Mal24_g16914
3852	Cre03.g204465	g2567	g4906	JG24_g1384	Mal24_g16817
3853	Cre03.g204500	g2778		JG24_g7408	Mal24_g16913
3854	Cre03.g204577	g2568	g4907		Mal24_g16818
3855	Cre03.g204601	g2780	g8992	JG24_g7406	Mal24_g16911
3856	Cre03.g204602	g2779		JG24_g7407	Mal24_g16912
3857	Cre03.g204650	g2781	g8993	JG24_g7404	Mal24_g16910
3858	Cre03.g204689	g2569	g4908	JG24_g1382	Mal24_g16819
3859	Cre03.g204750	g2784	g8997	JG24_g7401	Mal24_g16907
3860	Cre03.g204752	g2782	g8994	JG24_g7403	Mal24_g16909
3861	Cre03.g204800	g2785	g8998	JG24_g7400	Mal24_g16905
3862	Cre03.g204801	g2570	g4909	JG24_g1381	Mal24_g16820
3863	Cre03.g204850	g2786		JG24_g7397	
3864	Cre03.g204900	g2787	g8999	JG24_g7393	Mal24_g16903
3865	Cre03.g204913	g2571	g4910	JG24_g1380	Mal24_g16821
3866	Cre03.g204950	g2788	g9000	JG24_g7392	Mal24_g16902
3867	Cre03.g205000	g2789	g9001	JG24_g7391	Mal24_g16901
3868	Cre03.g205025		g4911	JG24_g1379	Mal24_g16822
3869	Cre03.g205050	g2791	g9002	JG24_g7390	Mal24_g16900
3870	Cre03.g205137	g2573	g4912	JG24_g1378	Mal24_g1581
3871	Cre03.g205137	g2573	g4912	JG24_g1378	Mal24_g16823
3872	Cre03.g205249		g4913	JG24_g1377	Mal24_g16824
3873	Cre03.g205250	g2793			Mal24_g16897
3874	Cre03.g205300	g2795	g9007	JG24_g7387	Mal24_g16896
3875	Cre03.g205350	g2796			Mal24_g16895
3876	Cre03.g205361	g2575	g4914	JG24_g1376	Mal24_g16825
3877	Cre03.g205400		g9009	JG24_g7385	Mal24_g16894
3878	Cre03.g205428		g9010	JG24_g7384	
3879	Cre03.g205473	g2576	g6572	JG24_g1375	Mal24_g16826
3880	Cre03.g205500	g2799		JG24_g7382	
3881	Cre03.g205550	g2800	g9012	JG24_g7380	Mal24_g16884
3882	Cre03.g205550	g2800	g9012	JG24_g7380	Mal24_g5428
3883	Cre03.g205585	g2577	g6573	JG24_g1374	
3884	Cre03.g205600		g9013	JG24_g7379	Mal24_g16883
3885	Cre03.g205650	g2802	g9014	JG24_g7378	Mal24_g16882
3886	Cre03.g205697	g2578	g6574	JG24_g1373	Mal24_g16828
3887	Cre03.g205700	g2803	g9015	JG24_g7377	Mal24_g16880
3888	Cre03.g205700	g2803	g9016	JG24_g7377	Mal24_g16880
3889	Cre03.g205750	g2805	g9017		Mal24_g16878
3890	Cre03.g205800	g2806	g9018		Mal24_g16877
3891	Cre03.g205809	g2579	g6575	JG24_g1372	Mal24_g16829
3892	Cre03.g205850	g2807	g9019	JG24_g7374	Mal24_g16876
3893	Cre03.g205900	g2808	g9020	JG24_g7373	Mal24_g16875
3894	Cre03.g205921		g6576		
3895	Cre03.g205950	g2809	g9021	JG24_g7372	Mal24_g16874
3896	Cre03.g206000		g9022	JG24_g7371	Mal24_g16873
3897	Cre03.g206033		g6577		Mal24_g16831
3898	Cre03.g206145			JG24_g1369	
3899	Cre03.g206200	g2813	g9025		
3900	Cre03.g206201	g2812	g9024	JG24_g7357	Mal24_g2851
3901	Cre03.g206202	g2811			Mal24_g2852
3902	Cre03.g206203				Mal24_g16872
3903	Cre03.g206250			JG24_g12392	Mal24_g11928
3904	Cre03.g206350	g2815	g9027	JG24_g7360	Mal24_g2848
3905	Cre03.g206351	g2814	g9026		
3906	Cre03.g206369	g8117	g3237	JG24_g1367	Mal24_g16834
3907	Cre03.g206369	g8117	g3237	JG24_g1367	Mal24_g16854
3908	Cre03.g206369	g8117	g3237	JG24_g6594	Mal24_g16834
3909	Cre03.g206369	g8117	g3237	JG24_g6594	Mal24_g16854
3910	Cre03.g206369	g8117	g6580	JG24_g1367	Mal24_g16834
3911	Cre03.g206369	g8117	g6580	JG24_g1367	Mal24_g16854
3912	Cre03.g206369	g8117	g6580	JG24_g6594	Mal24_g16834
3913	Cre03.g206369	g8117	g6580	JG24_g6594	Mal24_g16854
3914	Cre03.g206369	g2582	g3237	JG24_g1367	Mal24_g16834
3915	Cre03.g206369	g2582	g3237	JG24_g1367	Mal24_g16854
3916	Cre03.g206369	g2582	g3237	JG24_g6594	Mal24_g16834
3917	Cre03.g206369	g2582	g3237	JG24_g6594	Mal24_g16854
3918	Cre03.g206369	g2582	g6580	JG24_g1367	Mal24_g16834
3919	Cre03.g206369	g2582	g6580	JG24_g1367	Mal24_g16854
3920	Cre03.g206369	g2582	g6580	JG24_g6594	Mal24_g16834
3921	Cre03.g206369	g2582	g6580	JG24_g6594	Mal24_g16854
3922	Cre03.g206450	g1945		JG24_g7363	Mal24_g2846
3923	Cre03.g206452	g2816		JG24_g7362	
3924	Cre03.g206481		g6581	JG24_g7511	Mal24_g16835
3925	Cre03.g206500	g2817			
3926	Cre03.g206550	g2819	g3818	JG24_g4729	Mal24_g2842
3927	Cre03.g206550	g2819	g3818	JG24_g7366	Mal24_g2842
3928	Cre03.g206593	g2585	g6582	JG24_g7512	Mal24_g16836
3929	Cre03.g206593	g2585	g6582	JG24_g7512	Mal24_g16836
3930	Cre03.g206600	g2820	g3819	JG24_g7356	Mal24_g2841
3931	Cre03.g206650	g2821	g3820	JG24_g7355	Mal24_g2840
3932	Cre03.g206700	g2822	g3821	JG24_g7354	Mal24_g2839
3933	Cre03.g206705	g2586	g6583		Mal24_g16837
3934	Cre03.g206750	g2823	g3822	JG24_g7353	Mal24_g2838
3935	Cre03.g206800	g2824	g3823	JG24_g7352	Mal24_g2837
3936	Cre03.g206800	g2824	g3823	JG24_g7352	Mal24_g2837
3937	Cre03.g206817	g2587	g6584	JG24_g7513	Mal24_g16838
3938	Cre03.g206850		g13832	JG24_g7351	Mal24_g2836
3939	Cre03.g206900	g2826	g3825		Mal24_g2835
3940	Cre03.g206929	g2588	g6585	JG24_g7514	Mal24_g16840
3941	Cre03.g206950	g2827	g3826		Mal24_g2834
3942	Cre03.g207000		g3827		Mal24_g2833
3943	Cre03.g207041	g2589	g6586	JG24_g7515	Mal24_g16841
3944	Cre03.g207050		g1090		Mal24_g10382
3945	Cre03.g207150	g2828	g3828	JG24_g7346	Mal24_g16064
3946	Cre03.g207150	g2828	g3828	JG24_g7346	Mal24_g2830
3947	Cre03.g207152			JG24_g7347	Mal24_g2831
3948	Cre03.g207153		g6587	JG24_g7516	
3949	Cre03.g207200	g2829	g3829	JG24_g7345	Mal24_g2829
3950	Cre03.g207250	g2830	g3830	JG24_g7344	Mal24_g2828
3951	Cre03.g207265			JG24_g7527	Mal24_g16851
3952	Cre03.g207350	g2832	g3832	JG24_g7342	Mal24_g2826
3953	Cre03.g207351	g2831	g3831	JG24_g7343	Mal24_g2827
3954	Cre03.g207377	g2790	g6965	JG24_g7521	Mal24_g16852
3955	Cre03.g207400	g2833	g3833	JG24_g7341	Mal24_g2825
3956	Cre03.g207500	g2835	g3835	JG24_g7339	Mal24_g2823
3957	Cre03.g207502		g3834	JG24_g7340	Mal24_g2824
3958	Cre03.g207550		g3836	JG24_g7338	Mal24_g2822
3959	Cre03.g207600		g3838	JG24_g7337	Mal24_g2821
3960	Cre03.g207650	g2838	g3839	JG24_g7336	Mal24_g2820
3961	Cre03.g207700	g2839	g3840	JG24_g7335	Mal24_g2819
3962	Cre03.g207713	g2593	g6593	JG24_g7525	Mal24_g16846
3963	Cre03.g207750	g2840	g3841	JG24_g7334	Mal24_g2818
3964	Cre03.g207800	g2836	g3842	JG24_g7333	Mal24_g2816
3965	Cre03.g207800	g2841	g3842	JG24_g7333	Mal24_g2816
3966	Cre03.g207825	g2594	g6592	JG24_g7524	Mal24_g16845
3967	Cre03.g207825	g2594	g6592	JG24_g7524	Mal24_g16845
3968	Cre03.g207900	g2843	g3844	JG24_g7330	Mal24_g2812
3969	Cre03.g207901		g3843	JG24_g7331	Mal24_g2813
3970	Cre03.g207918		g3845	JG24_g7329	Mal24_g2811
3971	Cre03.g207950	g2845	g3846	JG24_g7328	Mal24_g2810
3972	Cre03.g208000	g2848	g3847	JG24_g7327	Mal24_g2809
3973	Cre03.g208049		g6597		
3974	Cre03.g208050	g2849	g3848	JG24_g7326	Mal24_g2807
3975	Cre03.g208100	g2850	g3850	JG24_g7325	Mal24_g2806
3976	Cre03.g208721	g2597	g6599	JG24_g7535	
3977	Cre03.g208833		g6600		
3978	Cre03.g209281		g6603	JG24_g1288	Mal24_g16860
3979	Cre03.g209505	g2600	g6605	JG24_g1289	Mal24_g16861
3980	Cre03.g209729		g6606	JG24_g1290	Mal24_g16862
3981	Cre03.g209841	g2602	g6607	JG24_g1291	Mal24_g16863
3982	Cre03.g209953		g6608	JG24_g1292	Mal24_g16864
3983	Cre03.g210065		g6609	JG24_g1293	Mal24_g16865
3984	Cre03.g210177	g2606	g6610	JG24_g1294	Mal24_g16866
3985	Cre03.g210289	g2607	g6611	JG24_g1295	Mal24_g16867
3986	Cre03.g210401	g2608	g6612	JG24_g1296	Mal24_g16868
3987	Cre03.g210401	g2608	g6612	JG24_g1296	Mal24_g8842
3988	Cre03.g210513	g2609	g6613	JG24_g1297	Mal24_g16869
3989	Cre03.g210625	g2610	g6614	JG24_g1298	Mal24_g16870
3990	Cre03.g210737				Mal24_g11616
3991	Cre03.g210849	g2611	g6615	JG24_g1300	Mal24_g2853
3992	Cre03.g210961	g2612	g6616	JG24_g1301	Mal24_g2854
3993	Cre03.g211073			JG24_g1302	Mal24_g2855
3994	Cre03.g211297	g2616		JG24_g1304	Mal24_g8134
3995	Cre03.g211409	g2617	g6621	JG24_g1305	Mal24_g2857
3996	Cre03.g211521	g2618	g6622	JG24_g1306	Mal24_g2858
3997	Cre03.g211745	g2620	g6623	JG24_g1308	Mal24_g2859
3998	Cre03.g211857		g6624		
3999	Cre03.g211969	g2622	g6625	JG24_g1310	
4000	Cre03.g212081	g2623	g6626	JG24_g1311	Mal24_g2861
4001	Cre03.g212305	g2624	g6630	JG24_g1312	Mal24_g2862
4002	Cre03.g212417	g2625	g6631		Mal24_g2863
4003	Cre03.g212529				Mal24_g2864
4004	Cre03.g212641	g2626	g6632	JG24_g1314	Mal24_g2865
4005	Cre03.g212753	g2627	g6633	JG24_g1315	Mal24_g2867
4006	Cre03.g212865	g2628	g8855	JG24_g1316	Mal24_g2868
4007	Cre03.g212977	g2630	g8856	JG24_g1318	Mal24_g2869
4008	Cre03.g213089	g2631	g8857	JG24_g1319	
4009	Cre03.g213201	g2632	g8858		Mal24_g2871
4010	Cre03.g213313	g2633		JG24_g1321	Mal24_g2872
4011	Cre03.g213425	g2634	g8859	JG24_g1323	Mal24_g2873
4012	Cre03.g213537	g2635	g8860	JG24_g1324	Mal24_g2874
4013	Cre03.g800283			JG24_g13574	Mal24_g16518
4014	Cre03.g800285		g11879		Mal24_g12578
4015	Cre03.g800288		g16495	JG24_g9246	Mal24_g13435
4016	Cre03.g800289	g10898			
4017	Cre03.g800310	g11205		JG24_g9556	
4018	Cre03.g800311			JG24_g9606	Mal24_g13089
4019	Cre03.g800320				Mal24_g14725
4020	Cre03.g800321			JG24_g17538	
4021	Cre03.g800324			JG24_g4543	
4022	Cre03.g800332				Mal24_g13689
4023	Cre03.g800337		g16140	JG24_g6887	Mal24_g2383
4024	Cre03.g800341	g5368		JG24_g6905	Mal24_g2404
4025	Cre03.g800348	g5184	g2930	JG24_g7097	Mal24_g2583
4026	Cre03.g800356	g5125	g2867	JG24_g7160	
4027	Cre03.g800357	g10290			Mal24_g3678
4028	Cre03.g800360		g13998	JG24_g7191	Mal24_g2677
4029	Cre03.g800363			JG24_g7221	Mal24_g2712
4030	Cre03.g800367				Mal24_g9133
4031	Cre03.g800369	g5030	g317	JG24_g7241	Mal24_g2727
4032	Cre03.g800387			JG24_g7361	
4033	Cre03.g800389				Mal24_g1142
4034	Cre03.g800390	g2792	g9003	JG24_g7389	Mal24_g16899
4035	Cre03.g800391	g2783	g8996		Mal24_g16908
4036	Cre03.g800392				Mal24_g12005
4037	Cre03.g800399	g2636	g8861	JG24_g1325	Mal24_g2875
4038	Cre03.g800408				Mal24_g13120
4039	Cre03.g800410		g2604		
4040	Cre03.g800412	g2565	g4904	JG24_g1386	Mal24_g16815
4041	Cre03.g800413	g2558	g4900	JG24_g1392	Mal24_g16808
4042	Cre03.g800414	g2557	g4899	JG24_g1393	Mal24_g16807
4043	Cre03.g800415	g2529	g2154	JG24_g1421	
4044	Cre03.g800417			JG24_g7396	Mal24_g6528
4045	Cre04.g211600	g17107	g1296	JG24_g13878	Mal24_g564
4046	Cre04.g211650	g17106		JG24_g13880	Mal24_g563
4047	Cre04.g211700		g1295		Mal24_g562
4048	Cre04.g211750	g17102	g1291	JG24_g13882	Mal24_g560
4049	Cre04.g211800	g17101	g1290	JG24_g13883	Mal24_g558
4050	Cre04.g211850	g17099	g1288	JG24_g13884	Mal24_g557
4051	Cre04.g211900	g17098	g1287	JG24_g13885	Mal24_g556
4052	Cre04.g211900	g17098	g9006	JG24_g13885	Mal24_g556
4053	Cre04.g212050	g17097	g1286	JG24_g13888	Mal24_g553
4054	Cre04.g212100	g17088	g1285		
4055	Cre04.g212150			JG24_g13230	
4056	Cre04.g212250	g17090	g1284		
4057	Cre04.g212300	g17091	g1282	JG24_g13890	Mal24_g548
4058	Cre04.g212350			JG24_g13891	Mal24_g546
4059	Cre04.g212450	g17093	g1280		Mal24_g544
4060	Cre04.g212500	g17087	g1279	JG24_g13895	Mal24_g543
4061	Cre04.g212550		g1034	JG24_g13897	Mal24_g540
4062	Cre04.g212600	g17085	g1033	JG24_g13898	Mal24_g539
4063	Cre04.g212650	g17084	g1032	JG24_g13899	Mal24_g538
4064	Cre04.g212700	g17083	g1031	JG24_g13900	Mal24_g537
4065	Cre04.g213000	g17081	g1024	JG24_g13902	Mal24_g536
4066	Cre04.g213050	g17080	g1023	JG24_g13903	Mal24_g535
4067	Cre04.g213100	g17079	g1022	JG24_g13904	Mal24_g534
4068	Cre04.g213150	g17078	g1020	JG24_g13905	Mal24_g533
4069	Cre04.g213250	g17077	g1019	JG24_g13906	Mal24_g532
4070	Cre04.g213250	g17077	g1019	JG24_g13906	Mal24_g532
4071	Cre04.g213300	g17076			
4072	Cre04.g213350	g17075	g1017	JG24_g13910	Mal24_g530
4073	Cre04.g213400	g17055		JG24_g6162	Mal24_g525
4074	Cre04.g213450	g17073	g1014	JG24_g13912	Mal24_g528
4075	Cre04.g213500	g17072		JG24_g13913	
4076	Cre04.g213652	g17071	g1010	JG24_g13914	
4077	Cre04.g213751	g17070		JG24_g13915	Mal24_g523
4078	Cre04.g213761	g14269	g12715		Mal24_g17605
4079	Cre04.g213800	g17066	g1004	JG24_g13918	Mal24_g521
4080	Cre04.g213873	g14270	g12716	JG24_g18305	Mal24_g17606
4081	Cre04.g213900	g17063		JG24_g13921	Mal24_g518
4082	Cre04.g213904	g17064	g1002	JG24_g13920	Mal24_g519
4083	Cre04.g213905	g17065	g1003	JG24_g13919	Mal24_g520
4084	Cre04.g213950	g17062	g1607	JG24_g13922	Mal24_g517
4085	Cre04.g213985	g14271	g12717	JG24_g18304	Mal24_g17607
4086	Cre04.g214000		g1001	JG24_g7855	
4087	Cre04.g214050	g17061	g1000	JG24_g13926	Mal24_g515
4088	Cre04.g214097	g14272	g969	JG24_g18303	Mal24_g17608
4089	Cre04.g214150	g17057	g997	JG24_g13928	Mal24_g509
4090	Cre04.g214250		g9193		
4091	Cre04.g214321	g14273			Mal24_g17610
4092	Cre04.g214350	g17047	g983	JG24_g13932	Mal24_g504
4093	Cre04.g214351		g982		
4094	Cre04.g214433	g14274		JG24_g18301	Mal24_g17611
4095	Cre04.g214500	g17039	g12723	JG24_g14564	Mal24_g496
4096	Cre04.g214501	g17040	g12722		Mal24_g497
4097	Cre04.g214502	g17041	g12721	JG24_g13944	Mal24_g498
4098	Cre04.g214503	g17042	g12720	JG24_g13943	Mal24_g499
4099	Cre04.g214504	g17043	g1361	JG24_g13938	Mal24_g501
4100	Cre04.g214545	g14275		JG24_g18300	
4101	Cre04.g214550	g17038	g15859	JG24_g14643	
4102	Cre04.g214600	g17037		JG24_g14642	Mal24_g494
4103	Cre04.g214650			JG24_g14641	Mal24_g492
4104	Cre04.g214657	g14276			
4105	Cre04.g214690	g17034	g12731		
4106	Cre04.g214800	g17032	g6485	JG24_g512	
4107	Cre04.g214850	g17029	g12733	JG24_g14632	Mal24_g485
4108	Cre04.g214900	g17028	g12734	JG24_g14631	Mal24_g484
4109	Cre04.g214900	g4398	g12734	JG24_g14631	Mal24_g484
4110	Cre04.g215000	g17026	g12736	JG24_g14628	Mal24_g479
4111	Cre04.g215050	g17025	g12737	JG24_g14624	Mal24_g478
4112	Cre04.g215100		g12738	JG24_g14622	Mal24_g477
4113	Cre04.g215150	g17022	g12739	JG24_g11807	Mal24_g476
4114	Cre04.g215150	g17022	g12739	JG24_g14621	Mal24_g476
4115	Cre04.g215200			JG24_g14620	
4116	Cre04.g215250	g17020	g12744	JG24_g14619	Mal24_g17472
4117	Cre04.g215250	g17020	g12744	JG24_g14619	Mal24_g474
4118	Cre04.g215350	g17016	g12749	JG24_g14615	Mal24_g471
4119	Cre04.g215400	g17015	g12750	JG24_g14614	Mal24_g469
4120	Cre04.g215450				Mal24_g463
4121	Cre04.g215500	g17013	g12752	JG24_g14611	Mal24_g464
4122	Cre04.g215550	g17012	g12751	JG24_g14610	Mal24_g466
4123	Cre04.g215600	g17011	g12758	JG24_g14603	
4124	Cre04.g215600	g17011	g12758	JG24_g14603	
4125	Cre04.g215650	g17008	g12756	JG24_g14605	
